node_names,node_coords
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;504,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-13,-10)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;505,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-9)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;541;606;670;727;767;822;847,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-13,-11);(-14,-11);(-15,-11);(-16,-11);(-17,-11);(-18,-11);(-19,-11)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;541;606;670;727;767;822;848,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-13,-11);(-14,-11);(-15,-11);(-16,-11);(-17,-11);(-18,-11);(-18,-10)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;541;606;670;727;767;822;849,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-13,-11);(-14,-11);(-15,-11);(-16,-11);(-17,-11);(-18,-11);(-18,-12)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;541;606;670;727;767;823,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-13,-11);(-14,-11);(-15,-11);(-16,-11);(-17,-11);(-17,-10)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;541;606;670;727;767;824,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-13,-11);(-14,-11);(-15,-11);(-16,-11);(-17,-11);(-17,-12)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;541;606;670;727;768,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-13,-11);(-14,-11);(-15,-11);(-16,-11);(-16,-10)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;541;606;670;727;769,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-13,-11);(-14,-11);(-15,-11);(-16,-11);(-16,-12)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;541;606;670;728,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-13,-11);(-14,-11);(-15,-11);(-15,-10)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;541;606;670;729,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-13,-11);(-14,-11);(-15,-11);(-15,-12)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;541;606;671,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-13,-11);(-14,-11);(-14,-10)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;542;584;668;744;790,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-12,-12);(-13,-12);(-14,-12);(-14,-13);(-15,-13)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;542;584;668;744;791,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-12,-12);(-13,-12);(-14,-12);(-14,-13);(-14,-14)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;542;584;669,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-12,-12);(-13,-12);(-13,-13)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;461;506;542;585,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-12,-10);(-12,-11);(-12,-12);(-12,-13)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;462,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-11,-9)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;440;463;540,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-11,-10);(-11,-11);(-11,-12)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;441,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-10,-9)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;401;442,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-10,-10);(-10,-11)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;402,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-9,-9)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;378;403,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-9,-10);(-9,-11)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;379,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-8,-9)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;331;380,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-8,-10);(-8,-11)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;332,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-7,-9)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;259;304;333,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-6,-10);(-7,-10);(-7,-11)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;271,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-6,-11)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;272,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-4,-11)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;341,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-7,-12)"
