node_names,node_coords
root;0;4;15;18;26;35;50;57;102;124;157;213,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(9,0);(9,-1);(10,-1)"
root;0;4;15;18;26;35;50;57;102;124;157;214,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(9,0);(9,-1);(9,-2)"
root;0;4;15;18;26;35;50;57;103,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(8,2)"
root;0;4;15;18;26;35;50;57;104,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(8,0)"
root;0;4;15;18;26;35;50;58,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(7,2)"
root;0;4;15;18;26;35;50;59,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(7,0)"
root;0;4;15;18;26;35;51;89,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(6,2);(6,3)"
root;0;4;15;18;26;35;52;66;77,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(6,0);(6,-1);(5,-1)"
root;0;4;15;18;26;35;52;66;78,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(6,0);(6,-1);(7,-1)"
root;0;4;15;18;26;35;52;66;79;84;156,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(6,0);(6,-1);(6,-2);(5,-2);(5,-3)"
root;0;4;15;18;26;35;52;66;79;85,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(6,0);(6,-1);(6,-2);(7,-2)"
root;0;4;15;18;26;35;52;66;79;86;184,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(6,0);(6,-1);(6,-2);(6,-3);(7,-3)"
root;0;4;15;18;26;35;52;66;79;86;185,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(6,0);(6,-1);(6,-2);(6,-3);(6,-4)"
root;0;4;15;18;26;36;80;243,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(5,2);(5,3);(5,4)"
root;0;4;15;18;26;37,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(5,1);(5,0)"
root;0;4;15;18;27,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(4,2)"
root;0;4;15;18;28;95;154,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(4,0);(4,-1);(3,-1)"
root;0;4;15;18;28;95;155;202,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(4,0);(4,-1);(4,-2);(3,-2)"
root;0;4;15;18;28;95;155;203,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(4,0);(4,-1);(4,-2);(4,-3)"
root;0;4;15;19;38;127;293,"(0.01,0.01);(1,1);(2,1);(3,1);(3,2);(3,3);(4,3);(4,4)"
root;0;4;15;19;38;128,"(0.01,0.01);(1,1);(2,1);(3,1);(3,2);(3,3);(3,4)"
root;0;4;15;20,"(0.01,0.01);(1,1);(2,1);(3,1);(3,0)"
root;0;4;16;60;94;135,"(0.01,0.01);(1,1);(2,1);(2,2);(2,3);(2,4);(2,5)"
root;0;4;17,"(0.01,0.01);(1,1);(2,1);(2,0)"
root;0;5,"(0.01,0.01);(1,1);(1,2)"
root;1,"(0.01,0.01);(1,0)"
root;2;6;8;21;29,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-4,1)"
root;2;6;8;21;30;33;42;47;90;111;133;190,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-10,0)"
root;2;6;8;21;30;33;42;47;90;111;133;191;271,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-9,-1);(-10,-1)"
root;2;6;8;21;30;33;42;47;90;111;133;191;272,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-9,-1);(-9,-2)"
root;2;6;8;21;30;33;42;47;90;111;134,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-8,-1)"
root;2;6;8;21;30;33;42;47;90;112,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-7,-1)"
root;2;6;8;21;30;33;42;47;91,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-6,0);(-6,-1)"
root;2;6;8;21;30;33;42;48;75;87;113;151;182,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-5,1);(-6,1);(-7,1);(-8,1);(-9,1);(-10,1)"
root;2;6;8;21;30;33;42;48;75;87;113;151;183,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-5,1);(-6,1);(-7,1);(-8,1);(-9,1);(-9,2)"
root;2;6;8;21;30;33;42;48;75;87;114;131,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-5,1);(-6,1);(-7,1);(-7,2);(-8,2)"
root;2;6;8;21;30;33;42;48;75;87;114;132;158,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-5,1);(-6,1);(-7,1);(-7,2);(-7,3);(-8,3)"
root;2;6;8;21;30;33;42;48;75;87;114;132;159;186,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-5,1);(-6,1);(-7,1);(-7,2);(-7,3);(-7,4);(-8,4)"
root;2;6;8;21;30;33;42;48;75;87;114;132;159;187,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-5,1);(-6,1);(-7,1);(-7,2);(-7,3);(-7,4);(-7,5)"
root;2;6;8;21;30;33;42;48;75;88,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-5,1);(-6,1);(-6,2)"
root;2;6;8;21;30;33;42;49,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-4,0);(-5,0);(-5,-1)"
root;2;6;8;21;30;34;39,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-4,-1)"
root;2;6;8;21;30;34;40,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-2,-1)"
root;2;6;8;21;30;34;41;44,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-4,-2)"
root;2;6;8;21;30;34;41;45,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-2,-2)"
root;2;6;8;21;30;34;41;46;53;65;69,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-4,-3);(-5,-3);(-6,-3)"
root;2;6;8;21;30;34;41;46;53;65;70,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-4,-3);(-5,-3);(-5,-2)"
root;2;6;8;21;30;34;41;46;53;65;71,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-4,-3);(-5,-3);(-5,-4)"
root;2;6;8;21;30;34;41;46;54;240,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-2,-3);(-1,-3)"
root;2;6;8;21;30;34;41;46;55;62,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-4,-4)"
root;2;6;8;21;30;34;41;46;55;63,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-2,-4)"
root;2;6;8;21;30;34;41;46;55;64;72;82,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-4,-5);(-5,-5)"
root;2;6;8;21;30;34;41;46;55;64;72;83;229,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-4,-5);(-4,-6);(-5,-6)"
root;2;6;8;21;30;34;41;46;55;64;73;92;99;107,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-1,-5);(0,-5);(1,-5)"
root;2;6;8;21;30;34;41;46;55;64;73;92;99;108,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-1,-5);(0,-5);(0,-4)"
root;2;6;8;21;30;34;41;46;55;64;73;92;99;109,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-1,-5);(0,-5);(0,-6)"
root;2;6;8;21;30;34;41;46;55;64;73;92;100,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-1,-5);(-1,-4)"
root;2;6;8;21;30;34;41;46;55;64;73;93;97,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-1,-6)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;179;206;238,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(4,-7);(5,-7);(6,-7)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;179;206;239;286,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(4,-7);(5,-7);(5,-6);(6,-6)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;179;206;239;287,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(4,-7);(5,-7);(5,-6);(5,-5)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;179;207,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(4,-7);(4,-6)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;180,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-6)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;204;227;261;288,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(4,-8);(5,-8);(6,-8);(7,-8)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;204;227;261;289;308;326,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(4,-8);(5,-8);(6,-8);(6,-9);(7,-9);(8,-9)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;204;228;258,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(4,-8);(4,-9);(5,-9)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;204;228;259;275,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(4,-8);(4,-9);(4,-10);(3,-10)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;204;228;259;276;296;313;322;329,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(4,-8);(4,-9);(4,-10);(5,-10);(6,-10);(7,-10);(8,-10);(9,-10)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;204;228;259;276;296;313;322;330,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(4,-8);(4,-9);(4,-10);(5,-10);(6,-10);(7,-10);(8,-10);(8,-11)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;204;228;259;276;296;313;323,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(4,-8);(4,-9);(4,-10);(5,-10);(6,-10);(7,-10);(7,-11)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;204;228;259;276;296;314,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(4,-8);(4,-9);(4,-10);(5,-10);(6,-10);(6,-11)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;204;228;259;276;297,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(4,-8);(4,-9);(4,-10);(5,-10);(5,-11)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;204;228;259;277,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(4,-8);(4,-9);(4,-10);(4,-11)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;164;181;205,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(3,-7);(3,-8);(3,-9)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;146;165,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(2,-7);(2,-6)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;125;147,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(1,-7);(1,-6)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;162,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(2,-8)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;177,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(2,-9)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;197,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(0,-10)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;198,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(2,-10)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;215,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(0,-11)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;234,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(3,-11)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;235;249;264;292;302;315,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(2,-12);(3,-12);(4,-12);(5,-12);(6,-12);(7,-12)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;235;249;264;292;302;316;324,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(2,-12);(3,-12);(4,-12);(5,-12);(6,-12);(6,-13);(7,-13)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;235;249;264;292;302;316;325,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(2,-12);(3,-12);(4,-12);(5,-12);(6,-12);(6,-13);(6,-14)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;235;249;265;284;300,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(2,-12);(3,-12);(3,-13);(4,-13);(5,-13)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;235;249;265;284;301;317,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(2,-12);(3,-12);(3,-13);(4,-13);(4,-14);(5,-14)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;235;249;265;284;301;318;335,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(2,-12);(3,-12);(3,-13);(4,-13);(4,-14);(4,-15);(3,-15)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;235;249;265;284;301;318;336,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(2,-12);(3,-12);(3,-13);(4,-13);(4,-14);(4,-15);(5,-15)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;235;249;265;284;301;318;337,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(2,-12);(3,-12);(3,-13);(4,-13);(4,-14);(4,-15);(4,-16)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;235;249;265;285,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(2,-12);(3,-12);(3,-13);(3,-14)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;216;235;250,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(2,-11);(2,-12);(2,-13)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;144;163;178;199;217,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(1,-8);(1,-9);(1,-10);(1,-11);(1,-12)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;117;121;126;145,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-1,-7);(0,-7);(0,-8);(0,-9)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;119,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-1,-8)"
