Gene_ID,Node_ID,Is_AD_Biomarker,Cluster_k2
LOC101060321,1816,0,1
BDP1,2835,0,1
BLNK,2384,0,1
TGOLN2,2704,0,1
PABPN1,1633,0,1
APBB3,2168,0,1
ANKRD36C,2705,0,1
CNTNAP2,2790,0,1
SHISA4,2670,0,1
RPL6,2373,0,1
LOC101928205,2480,0,1
MPHOSPH8,1405,0,1
NOP58,2122,0,1
REPS2,2590,0,1
MPC2,2733,0,1
XYLT1,2789,0,1
RFPL1S,2734,0,1
TAF7,2471,0,1
ZBTB44,1668,0,1
HNRNPA0,2792,0,1
CETN2,2638,0,1
LCN15,2705,0,1
GABRA4,2290,0,1
RNF182,2530,0,1
HNRNPH2,2194,0,1
RAB10,1616,0,1
PAX6,2779,0,1
DPCD,156,0,1
RNF139,2846,0,1
FAM32A,31,0,1
PTPRN2,1342,0,1
BC045805,2749,0,1
ANO5,2605,0,1
ANKRD34A,140,0,1
EML6,2398,0,1
PTPRK,2731,0,1
PLCXD2,2754,0,1
VAV3,2708,0,1
HDDC2,2818,0,1
ECHDC2,2446,0,1
LOC101927651,2705,0,1
CTBP1,2588,0,1
BCLAF1,2815,0,1
CTC-459F4.3,169,0,1
EXOC3L2,1267,0,1
PLCG1,1765,0,1
CEP85L,1397,0,1
CACNG3,1433,0,1
BEX1,2820,0,2
MCC,2802,0,1
BSN,437,0,1
RPS14,291,0,1
JAZF1,2291,0,1
RP11-391M1.4,1991,0,1
LOC441461,286,0,1
C3orf70,1990,0,1
ALDH2,1040,0,1
CDH2,677,0,1
ACTR6,2798,0,1
APOPT1,238,0,1
SPATA2L,214,0,1
NIFK-AS1,2708,0,1
RHOT1,2026,0,1
P2RY14,2749,0,1
MED25,237,0,1
ATP9A,2527,0,1
OR7E104P,592,0,1
ENO1,181,0,1
GAD1,1964,0,1
CHERP,1507,0,1
AC068138.1,2705,0,1
FAM210B,1314,0,1
ZNF770,2119,0,1
LOC284219,2446,0,1
IPW,2830,0,1
GSTM2,1365,0,1
DNAJC25,2828,0,1
DYNC1LI2,1412,0,1
TOMM20,710,0,1
SAT1,1104,0,1
PELI1,2707,0,1
ANKS1A,1724,0,1
S100B,2779,0,1
PSMG3,2771,0,1
MINK1,197,0,1
PCDHGA1,584,0,1
UBA52,2110,0,1
MON1A,2534,0,1
ZDHHC6,2428,0,1
ZNF146,1919,0,1
SLC24A2,999,0,1
CD24,2775,0,1
EVI2A,1667,0,1
CCL20,2780,0,1
RPS23P6,2781,0,1
POP7,2271,0,1
KPNB1,1520,0,1
CTB-12A17.3,898,0,1
POLR2K,2769,0,1
EPC2,2815,0,1
ARHGAP32,416,0,1
CASKIN1,1012,0,1
NAGPA,54,0,1
PABPC1,852,0,1
PRICKLE2,1547,0,1
LOC100289019,2810,0,1
LOC101929087,2632,0,1
LAPTM4A,1051,0,1
RAB13,1558,0,1
PRRC2C,1049,0,1
TRUB2,2128,0,1
CTBP1-AS2,2384,0,1
MRPL18,2207,0,1
MYO10,2825,0,1
MRPS21,757,0,1
TCF25,361,0,1
ELMOD1,2298,0,1
WFDC10B,2780,0,1
APLP1,1119,0,1
LPP,1633,0,1
HES6,2446,0,1
KCNC1,2148,0,1
ARHGAP5,1932,0,1
MOXD1,2382,0,1
CBX6,632,0,1
CAPN3,2549,0,1
EIF5B,1277,0,1
PNMA6A,62,0,1
SEC62,1363,0,1
BRD4,276,0,1
MT1X,847,0,1
EPB41L3,2658,0,1
RPS4X,1708,0,1
CSRP2,2752,0,1
ADIRF,2823,0,1
EIF3L,1959,0,1
TENM1,2169,0,1
TOMM34,2775,0,1
SLC25A16,238,0,1
COPS8,2221,0,1
LOC101930415,592,0,1
PLSCR3,202,0,1
PLEKHH1,592,0,1
TTC14,1069,0,1
BLOC1S5-TXNDC5,603,0,1
SCN4B,1452,0,1
CALML6,2781,0,1
GOT1,1222,0,1
ATP6V1A,2580,0,1
C2orf69,1996,0,1
DBNDD2,809,0,1
NGEF,2242,0,1
SEMA5A,2603,0,1
HERC2P2,1235,0,1
CPT1C,54,0,1
PPP2R2C,399,0,1
FAM134C,409,0,1
CHST5,2560,0,1
PPP1CC,1602,0,1
SERPINF1,2657,0,1
LINC00623,41,0,1
UBP1,2215,0,1
STOX2,698,0,1
PITPNA,723,0,1
GABRB3,765,0,1
SPSB3,484,0,1
TEX2,2403,0,1
KCNT2,2812,0,1
CYP51A1,2528,0,1
TIMM21,2816,0,1
PRPF8,150,0,1
MIR7114,347,0,1
PPP1R21,2740,0,1
SH3BP5,2215,0,1
C1orf61,776,0,1
NME1-NME2,1155,0,1
SYNDIG1,486,0,1
NAPB,2477,0,1
LOC100132735,2780,0,1
SLC38A2,1235,0,1
FZD10,2705,0,1
C10orf35,1573,0,1
CNTRL,2642,0,1
CACNA2D1,2111,0,1
C2orf61,2781,0,1
MYO15A,2582,0,1
RNF175,2146,0,1
KDM2A,1704,0,1
PSMD2,1739,0,1
MRFAP1L1,1904,0,1
SLC5A3,1581,0,1
SNRPA1,2816,0,1
ANAPC11,160,0,1
ARL6IP4,1876,0,1
HIST1H2BK,1267,0,1
FKBP9,2119,0,1
SLC48A1,221,0,1
MGAT4B,2788,0,1
NRXN2,1118,0,1
SEC23A,2846,0,1
TAAR2,2780,0,1
LOC654780,2801,0,1
WASIR1,2708,0,1
NDUFA4,2743,0,1
RASGRF2,2793,0,1
PTCHD1,2459,0,1
CHMP5,1624,0,1
MICU1,65,0,1
CEP350,1202,0,1
NCALD,2732,0,1
NT5C1B-RDH14,2605,0,1
TXNL4B,2642,0,1
MAGED4,53,0,1
C1orf52,2135,0,1
STX5,2559,0,1
STRAP,1762,0,1
ZNF16,2670,0,1
FRMPD4,2574,0,1
DPM1,1586,0,1
BC039485,2801,0,1
GPRASP1,2542,0,1
PHPT1,142,0,1
RAB24,2688,0,1
PALM,842,0,1
WDR82,1955,0,1
RTN2,265,0,1
LOC253573,2780,0,1
GRAMD1C,2569,0,1
LOC102724229,2708,0,1
ARNTL,1646,0,1
TEX13B,2706,0,1
BTBD10,1761,0,1
JUN,2721,0,1
DQ592230,2716,0,1
R3HDM1,963,0,1
PGAM1,2513,0,1
CBWD1,2816,0,1
KIAA1549L,2146,0,1
MIR1244-3,2459,0,1
S100A9,2781,0,1
ZNF611,1583,0,1
RPS9,704,0,1
PTMA,941,0,1
CSNK1G2,227,0,1
AMOTL2,1750,0,1
UBL3,2543,0,1
FAM45A,1929,0,1
NISCH,2010,0,1
AGPAT4,2362,0,1
RPSA,1708,0,1
MAPKBP1,209,0,1
RORA,1793,0,1
BCL6,1559,0,1
SEMA3F,2749,0,1
MAN2A1,2721,0,1
C1orf122,761,0,1
LINGO1,1355,0,1
EIF3F,6,0,1
AQP4,1649,0,1
SET,397,0,1
MYADM,2592,0,1
TENM4,1789,0,1
MZF1,1456,0,1
TIMP2,476,0,1
CSDE1,608,0,1
S100A2,2706,0,1
EFNA1,2748,0,1
ZMIZ2,1163,0,1
ZNF703,1365,0,1
RP3-507I15.1,2459,0,1
TBC1D10B,1365,0,1
CYR61,2823,0,1
LOC101926951,2775,0,1
SPARC,728,0,1
CHCHD7,2846,0,1
LOC101927057,1572,0,1
LPL,2332,0,1
PTK2,2728,0,1
LOC101060275,1404,0,1
C7orf63,2384,0,1
FAM222A,2801,0,1
ATPAF1,2447,0,1
NDUFS7,732,0,1
B3GAT1,2765,0,1
NR1H3,2705,0,1
USMG5,2663,0,1
HNRNPDL,2658,0,1
AGXT2,2781,0,1
AK3,2419,0,1
MUT,304,0,1
NR4A2,2252,0,1
AGPAT9,2797,0,1
RAB40B,2573,0,1
PLK2,2773,0,1
MRPL49,333,0,1
STT3B,1775,0,1
RAPGEF2,1600,0,1
PSMA7,2394,0,1
LPAR1,384,0,1
ASMTL,156,0,1
VEGFA,2749,0,1
BLCAP,2580,0,1
CPNE4,2485,0,1
SNAPC5,2412,0,1
FRY,2795,0,1
HMGB2,1793,0,1
KCTD12,2766,0,1
RYR2,1120,0,1
AHNAK,2319,0,1
ABI1,2684,0,1
SEC31A,381,0,1
C1QTNF4,1433,0,1
TBCE,2354,0,1
FAM160B1,872,0,1
MOB1B,2047,0,1
SNX27,347,0,1
NDUFS6,714,0,1
SHOC2,2131,0,1
RBM6,1969,0,1
IMPDH2,653,0,1
BPGM,2567,0,1
SNRNP27,2646,0,1
PACSIN2,409,0,1
RSBN1,1991,0,1
AMIGO1,74,0,1
SLC4A1AP,2411,0,1
TRAPPC12,182,0,1
RNMT,1949,0,1
DSTN,2527,0,1
PNMAL2,1851,0,1
ADAM7,2780,0,1
SMAP2,1855,0,1
RPL26L1,2021,0,1
KIF5C,2041,0,1
MAGED1,2541,0,1
NHLH2,2633,0,1
NDUFAF2,2437,0,1
GMPPA,2642,0,1
PRPF19,1155,0,1
Y16709,1579,0,1
C2CD2,144,0,1
BCL11B,2707,0,1
RNF4,977,0,1
UNC5A,2672,0,1
DYNLT1,72,0,1
HSD17B12,2057,0,1
TERF2IP,2580,0,1
SMAD1,2507,0,1
VAT1L,2841,0,1
SON,1564,0,1
SHANK2,1873,0,1
RP11-96K19.4,2705,0,1
MAN1C1,1891,0,1
PLCD1,2748,0,1
ODF3L2,2705,0,1
ZHX1,2722,0,1
KB-1836B5.1,2705,0,1
ICE1,2212,0,1
NPDC1,128,0,1
SH3GL3,1901,0,1
P2RX7,2225,0,1
HMGN2,569,0,1
ATP2B3,2437,0,1
AK025288,2788,0,1
NOL11,2612,0,1
MATR3,2024,0,1
ZNF195,2809,0,1
ADIRF-AS1,2384,0,1
SORT1,2074,0,1
TIPRL,1507,0,1
MKNK2,1162,0,1
LOC101929880,2278,0,1
RPS11P1,2781,0,1
ZMYND11,279,0,1
RGL1,1839,0,1
RP11-27I1.6,2705,0,1
GNB5,127,0,1
GAP43,562,0,1
PABPC3,1888,0,1
ACTA2,2823,0,1
USP9X,1706,0,1
C8orf22,2705,0,1
TARBP1,2228,0,1
LINC00567,2780,0,1
TNRC6A,1668,0,1
FAM131B,304,0,1
FAM89B,266,0,1
EIF3H,1430,0,1
PTPRN,942,0,1
CSGALNACT2,2498,0,1
BC033323,2705,0,1
PCLO,944,0,1
VOPP1,736,0,1
ACVR1C,2036,0,1
KSR2,38,0,1
DQ597730,2608,0,1
LOC101927166,315,0,1
AKR1C2,1682,0,1
FGF9,2834,0,1
C6orf211,2709,0,1
MORC3,2835,0,1
BAI2,108,0,1
CLIP2,2628,0,1
KLHL21,1408,0,1
RASEF,1147,0,1
EEF1DP5,2384,0,1
SERPINE2,2185,0,1
TSPYL2,504,0,1
IDH3B,1986,0,1
HSPE1-MOB4,2709,0,1
AUH,2221,0,1
LOC340085,1187,0,1
SCD5,205,0,1
TGFB1I1,2823,0,1
MTFR1L,2394,0,1
MFSD1,2403,0,1
CNIH1,1813,0,1
TSPAN18,2603,0,1
LOC100129447,2158,0,1
NEUROD1,2037,0,1
RPL15,2541,0,1
MAP1B,2663,0,1
LIN7C,1564,0,1
ELFN1,2642,0,1
DAAM1,904,0,1
PAPLN,2823,0,1
TNS1,2800,0,1
DOCK4,2462,0,1
TMBIM6,855,0,1
NLN,315,0,1
ADO,2815,0,1
HLF,2839,0,1
USP32,2755,0,1
SPP1,337,0,1
C17orf49,1024,0,1
MTDH,2740,0,1
HLA-E,2800,0,1
WDR11,903,0,1
USP16,1991,0,1
ZNF462,2158,0,1
CAMK2N1,1922,0,1
KITLG,2244,0,1
GRSF1,2219,0,1
CCDC25,2750,0,1
SYTL2,2747,0,1
LYRM1,2219,0,1
WASH1,1912,0,1
MYO5A,2431,0,1
SLCO1C1,1478,0,1
SMDT1,1734,0,1
GTF2H3,1583,0,1
RP11-521D12.1,2384,0,1
FAM101B,2225,0,1
GRIA3,1623,0,1
ND6,1276,0,1
ZNF664,1781,0,1
LRRTM2,1142,0,1
CNTNAP1,1355,0,1
RP11-646J21.6,2478,0,1
LRP4,2187,0,1
BIN1,53,0,1
CA10,1574,0,1
MIR4647,1365,0,1
COPS4,1948,0,1
VAMP3,2458,0,1
MROH7-TTC4,1371,0,1
TJP1,927,0,1
NCOA6,868,0,1
ATP6V1B2,499,0,1
DHX29,2417,0,1
HSD17B4,487,0,1
PDIA6,236,0,1
MKKS,2531,0,1
ETNPPL,940,0,1
RAB37,2608,0,1
RNF145,2368,0,1
CEND1,2359,0,1
ABCG4,266,0,1
FOXC1,2800,0,1
MCTP1,2135,0,1
ANG,2781,0,1
PUF60,53,0,1
MARS,137,0,1
PTPRZ1,1200,0,1
TMED8,1358,0,1
HEXB,1572,0,1
ADD3,1070,0,1
OR13C4,2780,0,1
CTC-203F4.2,2384,0,1
SKP1,2694,0,1
PJA2,430,0,1
EIF4A3,1948,0,1
PSMD11,2412,0,1
PAMR1,2779,0,1
LNX1,416,0,1
ZNF804A,1812,0,1
SLC32A1,2393,0,1
DAAM2,1612,0,1
TDG,2253,0,1
BRINP2,2843,0,1
DNER,1814,0,1
MT1G,450,0,1
NDFIP2,2818,0,1
DDX5,1940,0,1
NDUFA8,623,0,1
LOC100133089,2749,0,1
SOCS7,1250,0,1
C11orf68,985,0,1
EMC2,2722,0,1
PC,2608,0,1
AK055981,894,0,1
CDH20,2780,0,1
LOC100289058,2705,0,1
C15orf61,1098,0,1
DPY19L2P2,2585,0,1
FLRT3,1263,0,1
GOLT1B,2476,0,1
EBNA1BP2,2793,0,1
RP11-320N7.2,2780,0,1
MPRIP,309,0,1
RP11-121C2.2,2354,0,1
HNRNPA1P31,2780,0,1
DOCK10,2603,0,1
FOXJ3,2212,0,1
C1orf43,2220,0,1
MRPL20,2816,0,1
PRRT3,2359,0,1
SCO2,237,0,1
C12orf10,785,0,1
DYNC1I2,2084,0,1
PIK3R1,907,0,1
CARD11,2706,0,1
MGLL,751,0,1
NUDT19,2498,0,1
SIPA1L2,2256,0,1
C1QBP,2412,0,1
MEST,1913,0,1
MIR612,1559,0,1
IGSF11,2763,0,1
LIF,2706,0,1
RAB3C,2618,0,1
RAB26,2716,0,1
RP11-73M18.8,2749,0,1
ARMC1,2815,0,1
GPR19,118,0,1
SLC25A12,2792,0,1
TRAPPC8,369,0,1
FAM127A,2457,0,1
AGPAT5,2218,0,1
UQCRC1,564,0,1
LINC00632,824,0,1
ETS2,2098,0,1
XPO6,1378,0,1
TUBA1A,2683,0,2
ERC2,987,0,1
KDM2B,19,0,1
RPS6KL1,154,0,1
SCRIB,252,0,1
MDH1,2594,0,1
SLC25A14,2452,0,1
DHX32,144,0,1
ACADM,2487,0,1
NDUFC1,2806,0,1
LINC00086,2632,0,1
DYNLRB1,863,0,1
IDI1,2280,0,1
HK1,2456,0,1
NCEH1,2590,0,1
RPL13A,1647,0,1
MIR1292,54,0,1
TMEM230,1972,0,1
KLHL24,2003,0,1
FAM91A1,2823,0,1
GTF2H4,2705,0,1
CANX,397,0,1
PPT1,710,0,1
SEPT7P2,2810,0,1
CRMP1,2639,0,1
RNF103,2786,0,1
TBC1D24,2728,0,1
ESRP2,2705,0,1
NSUN2,2507,0,1
IFT80,2816,0,1
EIF4B,1252,0,1
TRA2A,210,0,1
PDXP,645,0,1
ADH4,2382,0,1
HAUS2,1583,0,1
RAPGEF4,2482,0,1
LOC91548,1089,0,1
ANKRD46,2189,0,1
HSD17B7,255,0,1
FOXQ1,2802,0,1
MYBPC1,2410,0,1
CAMTA2,964,0,1
C2orf81,2670,0,1
DNM3,2732,0,1
LINC01061,1583,0,1
PDDC1,2601,0,1
ZNF302,370,0,1
ANKRD27,1644,0,1
TSG101,2638,0,1
SOX2-OT,840,0,1
RAC1,2541,0,1
CDC123,1055,0,1
AURKAIP1,182,0,1
RPS28,1229,0,1
UBE2QL1,2407,0,1
TAC1,2717,0,1
SLIRP,2793,0,1
NDUFB11,1024,0,1
KLHL12,2774,0,1
RPRD1A,1176,0,1
MAGEH1,476,0,1
ENTPD6,85,0,1
PRR24,215,0,1
KDM5D,2761,0,1
AJAP1,2810,0,1
RBX1,2818,0,1
PPP1R16B,2832,0,1
B3GNT1,841,0,1
CHURC1,2733,0,1
KAZN,1945,0,1
GTF3A,2032,0,1
SLC1A3,1226,0,1
NRSN1,2741,0,1
GGH,2703,0,1
CENPQ,2561,0,1
CPNE5,2627,0,1
OVCH1-AS1,2480,0,1
ITM2B,2155,0,1
PPP1R27,2382,0,1
GPR155,2819,0,1
SYT4,2541,0,1
VPS13C,1643,0,1
PRMT8,2702,0,1
NDUFB4,1342,0,1
RBMXL1,1267,0,1
MAPK1IP1L,279,0,1
ZMAT3,2815,0,1
TEX38,2780,0,1
FAM216A,2733,0,1
PDXK,260,0,1
CTNNA2,823,0,1
RGS7BP,745,0,1
CABP7,2633,0,1
INA,2542,0,1
LAMP2,2065,0,1
ENOPH1,1123,0,1
ANKRD17,400,0,1
UBR1,2107,0,1
EPDR1,594,0,1
NOV,2823,0,1
TBC1D9,1319,0,1
TMEM50A,2464,0,1
CDC40,2685,0,1
HIBCH,2119,0,1
KCTD4,2037,0,1
TMEM14A,754,0,1
NBEA,1021,0,1
ZNF90,2780,0,1
EPHB6,1982,0,1
SOD1,2477,0,1
LINC00343,2780,0,1
CAMKK1,2517,0,1
SLC35E2,1520,0,1
GNAQ,1374,0,1
ANKRD13A,2225,0,1
DUOXA2,2479,0,1
CMSS1,2847,0,1
MIR943,2810,0,1
LCOR,2507,0,1
ATP6V0A1,137,0,1
EMC7,2531,0,1
JPH1,12,0,1
GABRG2,638,0,1
ALDOA,2743,0,1
ENGASE,201,0,1
RP11-999E24.3,2671,0,1
FAM21A,1533,0,1
CCDC140,2781,0,1
FBXO2,2549,0,1
DNAJC1,1198,0,1
FUT9,2704,0,1
TOMM70A,594,0,1
SPIRE1,1160,0,1
IER2,1476,0,1
RGS2,2697,0,1
TMEM65,2734,0,1
MEA1,1312,0,1
CAMK2D,765,0,1
LOC100996740,1007,0,1
PAN3,677,0,1
OPTN,2686,0,1
ARF5,2567,0,1
LRFN5,503,0,1
UFC1,2686,0,1
CDIPT,2198,0,1
LMBRD1,2334,0,1
GADD45B,2674,0,1
