Gene_ID,Node_ID,Is_AD_Biomarker,Cluster_k4
SLC12A7,2989,0,1
LOC642852,2624,0,1
GPR37L1,2633,0,1
KIAA0485,2288,0,1
LINC00865,954,0,1
STOM,2887,0,1
PARK7,2799,0,2
TMEM30A,2075,0,1
DCAF4L1,2980,0,1
SEC24B,1255,0,1
RBM39,1576,0,1
NR1D2,1453,0,1
EIF4G2,2918,0,1
NMRAL1,1512,0,1
TMEM129,2040,0,1
GTF2B,2995,0,1
RP11-753A21.2,2785,0,1
SRCIN1,2957,0,1
ACTR10,2159,0,1
LOC101930541,2980,0,1
POM121L8P,2944,0,1
FMR1,2844,0,1
EEF2,2234,0,1
CLK1,1407,0,1
LMO4,2014,0,1
ATP6,2662,0,4
EFS,2765,0,1
C20orf194,1483,0,1
SET,2236,0,1
MT1G,2889,0,1
TMEM230,2791,0,1
RAPGEF6,1350,0,1
CYTH3,1644,0,1
LOC100506272,2980,0,1
LOC728084,2945,0,1
ZDHHC7,2978,0,1
CTTN,1384,0,1
SOBP,2638,0,1
SPZ1,2980,0,1
EIF5B,2109,0,1
TSPAN7,2707,0,1
STAC2,1079,0,1
LOC80154,2765,0,1
PNMA6A,1843,0,1
POLR2G,2900,0,1
CORO1C,1497,0,1
PABPC3,2191,0,1
SART1,1378,0,1
CLIP3,1727,0,1
BNIP3,90,0,1
CTIF,454,0,1
RSL24D1,2474,0,1
STX5,2783,0,1
RP6-11O7.2,2446,0,1
KLC1,2331,0,1
TF,2019,0,1
NCOA4,2355,0,1
SNPH,1551,0,1
LOC102725188,2208,0,1
RNF114,1732,0,1
ATP2C1,2013,0,1
TJP1,1855,0,1
PDHX,1902,0,1
RWDD4,2900,0,1
SFT2D2,1760,0,1
PABPC1,2102,0,1
NRSN2,1142,0,1
NKRF,1578,0,1
LOC100134368,2980,0,1
CACNA1A,2109,0,1
HEXIM1,2810,0,1
DAPK1-IT1,2215,0,1
NDUFB2,753,0,1
CAPNS1,2884,0,1
BZW1,1452,0,1
ZNF330,1708,0,1
COX3,2409,0,2
SLITRK1,2395,0,1
SLIT2,2926,0,1
HNRNPD,859,0,1
CELF1,1384,0,1
C5orf30,2446,0,1
UBXN4,2963,0,1
JAZF1,695,0,1
PHRF1,2783,0,1
VAT1,1952,0,1
CHMP4B,1601,0,1
AHCTF1,1274,0,1
LOC101927450,2945,0,1
ELK1,1562,0,1
FAM134C,2499,0,1
ENSA,2130,0,1
TMEM181,1347,0,1
CAPZA1,2773,0,1
RP11-320N7.2,2945,0,1
ZNF70,2945,0,1
PPT1,1095,0,1
EFEMP2,2913,0,1
HMGN1,2621,0,1
LOC101929087,2366,0,1
TIMP2,1249,0,1
GSAP,838,0,1
MGLL,2668,0,1
CTXN3,1836,0,1
CCT6P1,2956,0,1
PYCARD,2944,0,1
RPS5,2904,0,1
MPHOSPH10,566,0,1
HMGN3,2442,0,2
BHMT,2980,0,1
KANSL1,1860,0,1
TEX38,2945,0,1
NADK2,2899,0,1
PARM1,2952,0,1
SLC26A2,2914,0,1
THY1,1427,0,1
ZNF791,1787,0,1
GPR27,2907,0,1
LOC102724870,2782,0,1
CDCA7L,2764,0,1
WDR7,1072,0,1
TMEM222,455,0,1
DOK6,1126,0,1
RFX3,1134,0,1
AX746755,1977,0,1
CCDC6,2082,0,1
MPPED2,847,0,1
CUEDC2,608,0,1
STXBP3,1360,0,1
SERBP1,2587,0,1
KCNJ3,813,0,1
RRAGB,2944,0,1
ARL6IP1,2826,0,2
SLC1A1,996,0,1
SIPA1L1,1168,0,1
RSPO3,1382,0,1
DCX,2336,0,1
SERPINI1,2826,0,2
PC,2847,0,1
DUSP6,953,0,1
SASH1,2795,0,1
MMD,2161,0,1
GABRA2,834,0,1
C2orf74,1213,0,1
MXRA7,2036,0,1
ACTR1A,2884,0,1
ZBTB34,1274,0,1
METTL9,2870,0,1
DCTN1,1983,0,1
LINC00629,2874,0,1
SERINC3,1920,0,1
FOXO3,2763,0,1
MARCKSL1,2888,0,1
ADAM33,2297,0,1
MID2,2930,0,1
BAG3,2889,0,1
PTH2,2943,0,1
ZNF548,2943,0,1
C21orf91,2989,0,1
MOXD1,2943,0,1
DSTN,844,0,1
CST3,454,0,1
SESN1,1485,0,1
UBP1,2991,0,1
RP11-339B21.15,2930,0,1
NDUFA3,115,0,1
GPR88,897,0,1
COMMD3,1214,0,1
S100A2,2945,0,1
FHL1,253,0,1
ARL1,2830,0,1
ABHD10,1546,0,1
RILPL1,830,0,1
CNPY1,2980,0,1
TMEM167A,2486,0,1
RBFA,2943,0,1
NAT8L,2797,0,1
ITGAE,292,0,1
NUDT9,2351,0,1
MMGT1,2394,0,1
TMEM104,2937,0,1
MUSTN1,2631,0,1
ATP5E,2358,0,1
TMEM155,1204,0,1
TCEB2,2904,0,1
PARP2,283,0,1
KCNC1,2971,0,1
SEC16A,1467,0,1
TMEM132D,300,0,1
ATXN7L3B,2768,0,1
SMYD3,2079,0,1
RRAGA,944,0,1
STK24,2772,0,1
PHF13,1702,0,1
TUBB2A,2838,0,2
HSD11B1,2943,0,1
CXXC1,347,0,1
YWHAG,2882,0,3
CDK14,2538,0,1
MRPS22,2995,0,1
SH2B2,1592,0,1
MANBAL,1243,0,1
C15orf61,2468,0,1
GJA1,2522,0,2
MAPK10,2027,0,1
SERPINA10,2945,0,1
BTBD10,1898,0,1
CSRNP3,2954,0,1
INSIG2,2192,0,1
UXS1,28,0,1
DDR1,2889,0,1
MGC12488,2845,0,1
USP1,1374,0,1
GRB2,2615,0,1
LOC101927648,2944,0,1
RGS2,2818,0,1
RNF219,701,0,1
LOC102724229,2734,0,1
ATP5B,332,0,1
FAM171A1,2233,0,1
C2orf61,2980,0,1
PNN,1207,0,1
SLC24A3,2221,0,1
STX12,2172,0,1
PBX1,2954,0,1
SERP1,2756,0,1
SRI,2425,0,1
LOC389765,1644,0,1
PPTC7,2816,0,1
ALDH6A1,2887,0,1
SELM,1854,0,1
H2AFY,2180,0,1
CTTNBP2,857,0,1
BMPR1B,2862,0,1
LOC283070,2865,0,1
CLIP2,644,0,1
WDR17,1365,0,1
NISCH,2049,0,1
NDUFS6,1331,0,1
RAD23A,391,0,1
MRPS21,844,0,1
KCNB1,2955,0,1
COLCA1,50,0,1
CDS1,499,0,1
CASQ2,2979,0,1
PI4KA,112,0,1
LRRN3,2468,0,1
KLHL42,2608,0,1
PPP2R2B,2645,0,1
NDUFS2,2916,0,1
DAB1,1054,0,1
RGS7,2593,0,1
LOC728061,1609,0,1
GPR108,2937,0,1
HMGN2,2618,0,1
LOC101929740,2834,0,1
PIAS1,2210,0,1
CHP1,2105,0,1
TIPARP,2655,0,1
TSNAX,2086,0,1
TMEM258,2641,0,1
FAM83C-AS1,2980,0,1
LOC102725271,1763,0,1
LOC100507562,2944,0,1
CDH8,887,0,1
WWC3,2101,0,1
LOC102724312,2944,0,1
PRR7-AS1,2944,0,1
TTC14,1458,0,1
SCML2,747,0,1
CACHD1,1821,0,1
APLP2,9,0,1
IP6K2,2246,0,1
LINC01207,2945,0,1
TSG101,1949,0,1
SCD5,40,0,1
C2orf69,1902,0,1
GLRX2,1291,0,1
TNRC6B,1860,0,1
ZSCAN32,2943,0,1
BRMS1,2783,0,1
EI24,1310,0,1
DIP2C,2193,0,1
TBCA,2575,0,1
GGA1,1572,0,1
LOC100996549,2980,0,1
LOC102725017,2973,0,1
PITPNB,1330,0,1
PSMB1,1745,0,1
KDELR1,2989,0,1
GNG5,2612,0,1
SNAP91,2625,0,2
ARL8B,2840,0,1
HEPACAM,2782,0,1
CTC-444N24.11,1537,0,1
CXorf21,2943,0,1
TMEM132B,1103,0,1
CDKN1B,2644,0,1
NOTCH2NL,2696,0,1
NTN4,1836,0,1
CHRM1,536,0,1
RPS9,2206,0,1
NSUN5,2481,0,1
PLLP,466,0,1
LMF1,263,0,1
ERVK3-1,1652,0,1
VAMP1,2620,0,1
CAT,2760,0,1
LPCAT1,1838,0,1
ABI2,2779,0,1
C12orf57,260,0,1
RP1-93H18.6,2980,0,1
SELK,2463,0,1
NDUFB1,2593,0,1
MLIP,1895,0,1
FAM19A2,2475,0,1
PPP1R1B,545,0,1
ERCC5,1488,0,1
ENTPD4,2818,0,1
SNX8,2873,0,1
PNMAL2,2691,0,1
MTX2,64,0,1
EFNB3,1808,0,1
FBXO2,2681,0,1
NR4A2,2546,0,1
LPIN1,1414,0,1
PPP2CB,2577,0,1
RP11-480A16.1,2937,0,1
ELMOD1,1431,0,1
CDH12,2368,0,1
IFNA10,2785,0,1
SPOCK1,340,0,1
HACE1,2742,0,1
TXNL4B,2937,0,1
CASC4,2802,0,1
PEBP1,2826,0,2
HSD17B11,2048,0,1
TOMM5,1432,0,1
ANP32A,1374,0,1
GLTSCR2,1991,0,1
FNIP2,513,0,1
CRTAC1,501,0,1
IFRD1,1359,0,1
ITSN2,2877,0,1
NEFH,2840,0,1
BRD8,1385,0,1
CTBP1,550,0,1
WIPF3,544,0,1
ADH5,2398,0,1
TMEM63B,1233,0,1
OPHN1,50,0,1
KCTD16,813,0,1
FAM107A,2696,0,1
EIF3L,2800,0,2
ADI1,2899,0,1
ANKRD13D,1609,0,1
RSBN1,2806,0,1
LRRK2,2551,0,1
GRM4,2783,0,1
CAMK2D,174,0,1
TUG1,2872,0,1
CCNH,996,0,1
SCARNA15,1220,0,1
SEC14L1,2713,0,1
NR1D1,2975,0,1
SLC7A1,2178,0,1
MID1,2861,0,1
AHI1,1350,0,1
RPS6KA5,2725,0,1
FGF17,2944,0,1
SH3GL2,2799,0,2
COL11A1,2420,0,1
CHMP2B,1033,0,1
ZNF667-AS1,2248,0,1
MSANTD3-TMEFF1,513,0,1
RNF182,2887,0,1
R3HCC1,1510,0,1
ZMYND8,2222,0,1
RP11-649A18.7,2943,0,1
GGA3,731,0,1
IL17D,1832,0,1
ADCY2,1754,0,1
RAB40C,2347,0,1
INPP5A,1981,0,1
USP9X,125,0,1
SYT1,2799,0,2
GLI3,2943,0,1
ZFYVE21,2325,0,1
SDR39U1,2206,0,1
BC017398,2182,0,1
ABCA11P,2783,0,1
SLC19A2,1896,0,1
THBS2,2284,0,1
GAS6,430,0,1
GYG1,2055,0,1
GSPT2,1024,0,1
P2RX7,2957,0,1
KLHDC2,2076,0,1
KCNJ16,2632,0,1
MIR1236,2949,0,1
KCNAB2,1982,0,1
TADA2B,2961,0,1
ARF5,2650,0,1
AX746492,2886,0,1
XYLT1,1438,0,1
CALCB,2980,0,1
LOC100506990,2110,0,1
MRFAP1,2882,0,3
PDZK1,2980,0,1
RP11-480D4.6,2980,0,1
ARNTL,2413,0,1
MIR6805,148,0,1
DYNLT3,2707,0,1
PRKRIR,1476,0,1
EMILIN3,2936,0,1
GRIN2A,2164,0,1
DIRAS2,2865,0,1
BNIP3L,2275,0,1
GCSH,2325,0,1
ZRANB2,2739,0,1
EDF1,184,0,1
GRIA2,2574,0,2
RPS6KA4,2874,0,1
MAP4K4,2889,0,1
ZFR,1405,0,1
HIBCH,2940,0,1
PRNP,2800,0,2
AGT,2795,0,1
CHCHD7,1150,0,1
ATP6V1B2,1969,0,1
C8orf88,2407,0,1
HHATL,466,0,1
TMEM97,1338,0,1
GLT8D1,1193,0,1
AK096592,2806,0,1
PRICKLE2,555,0,1
SEC14L4,2944,0,1
CD38,2980,0,1
PIRT,2284,0,1
PGM2L1,809,0,1
SCRIB,346,0,1
PSMA7,2105,0,1
ERLEC1,2002,0,1
OGN,2784,0,1
GMFB,854,0,1
PLEKHH1,1878,0,1
APLP1,469,0,1
STRN4,2943,0,1
PTPRK,2738,0,1
MFAP1,1103,0,1
TOP1,1731,0,1
CNTN1,785,0,1
SLC25A6,353,0,1
COX5A,2397,0,1
PSMD10,1006,0,1
PCDH9,2153,0,1
GAS7,2955,0,1
LSM1,2378,0,1
BLOC1S2,1433,0,1
COX7A2P2,2179,0,1
MAGEH1,1048,0,1
AK021804,2366,0,1
PHYH,2555,0,1
KIAA0247,1401,0,1
ENDOG,2273,0,1
DNAJA3,2615,0,1
NSA2,2351,0,1
TRA2B,2960,0,1
NARS,2799,0,2
DPP10,1636,0,1
SMAD1,1360,0,1
LOC101927673,1177,0,1
GOLGA7,2614,0,1
CYBRD1,2815,0,1
GEM,2284,0,1
TUBG1,1669,0,1
LPGAT1,1791,0,1
POMP,1636,0,1
TMEM158,1382,0,1
STEAP2,2817,0,1
SGSM2,600,0,1
SCAMP1,2960,0,1
RPL23,2958,0,1
FAM45A,2977,0,1
RDH11,62,0,1
ASAP1-IT1,2930,0,1
ZMIZ1,1514,0,1
NOXA1,1264,0,1
LRRC7,972,0,1
ZNF445,1593,0,1
RPL39,2598,0,2
TNFRSF1A,2388,0,1
FAM133B,1274,0,1
APOD,1629,0,1
SRRM1,265,0,1
GP1BB,2091,0,1
LOC100507388,2980,0,1
AMD1,301,0,1
IFI6,1588,0,1
C3orf80,2983,0,1
LOC401320,2944,0,1
CCT2,1866,0,1
TP53BP2,2887,0,1
DOK5,2549,0,1
KIAA1644,2343,0,1
COA6,1267,0,1
EIF3G,536,0,1
PAK6,2640,0,1
YWHAQ,2441,0,2
IDI1,2351,0,1
NSRP1,2819,0,1
MIR6513,2862,0,1
HILPDA,2827,0,1
LDOC1L,1920,0,1
FGF9,1157,0,1
PTPRS,30,0,1
HAX1,1848,0,1
MAGED4,1812,0,1
SLC46A3,2977,0,1
PLOD1,2937,0,1
RAB5A,2435,0,1
PGRMC1,796,0,1
SUMO1,2555,0,1
ATXN1,1283,0,1
NTRK2,1879,0,1
ARPP19,2424,0,1
SPATA20,430,0,1
PSMC6,2479,0,1
C3orf43,2980,0,1
ATXN10,1949,0,1
DYSF,2975,0,1
DUOXA2,2979,0,1
SEPT7P2,2845,0,1
SSU72,1230,0,1
WLS,2941,0,1
SOX8,2889,0,1
AFG3L2,2865,0,1
MBIP,2936,0,1
PAM,2840,0,1
ATP6V0B,2686,0,1
RMDN3,2486,0,1
RPL18P10,1927,0,1
RNPC3,2567,0,1
FAM178B,2783,0,1
FNDC4,2273,0,1
GPR83,1588,0,1
PAIP1,2876,0,1
TSC1,2805,0,1
EEF1A2,2753,0,1
MBNL2,2878,0,1
AK5,2864,0,1
RAB3A,442,0,1
MICU3,2865,0,1
FTL,2409,0,2
FAM199X,1509,0,1
HTATSF1,2742,0,1
RP11-271C24.3,2725,1,1
SPATA2L,586,0,1
XRN1,1134,0,1
LOC728730,2845,0,1
USMG5,2838,0,2
PARD6A,1022,0,1
DEK,1990,0,1
CHCHD2,1976,0,1
MAP6,1073,0,1
ERMN,1878,0,1
UBQLN4,2820,0,1
SCN4B,2620,0,1
UBE2D2,2467,0,1
RP11-15P13.1,2944,0,1
GABRB1,2157,0,1
LOC100288911,880,0,1
ENO2,332,0,1
USP12,1484,0,1
YAP1,2936,0,1
LRP11,2739,0,1
KCNQ3,2533,0,1
RCC2,2872,0,1
NDUFS3,1734,0,1
KIAA0513,1122,0,1
DQ592230,170,0,1
SNW1,2762,0,1
DAZAP2,2564,0,1
RNF175,2391,0,1
ANKRD9,306,0,1
RANBP6,2164,0,1
LOC100506725,2944,0,1
SEMA3F,2389,0,1
AK094733,2944,0,1
HES6,2664,0,1
LGI4,1135,0,1
STRAP,1898,0,1
SYCN,2945,0,1
PNPT1,2872,0,1
TNS3,2795,0,1
KMT2D,464,0,1
DNTTIP2,1842,0,1
RAB8B,1050,0,1
LOC439994,464,0,1
CDK7,771,0,1
HECW1,2935,0,1
MTFR1L,2105,0,1
ASAP2,2459,0,1
CAPN2,2705,0,1
APOBEC3C,2944,0,1
SRGAP2B,2957,0,1
TBC1D9,823,0,1
STX8,2273,0,1
F8A1,880,0,1
FUNDC2,2810,0,1
USP32,1067,0,1
GTF2H4,2944,0,1
APMAP,445,0,1
LGALS3,2899,0,1
RAP1GAP,214,0,1
RPL32,2603,0,2
LRRC49,2867,0,1
IGSF21,1808,0,1
HOMER1,2992,0,1
R3HDM4,2100,0,1
NLK,2739,0,1
ASAP1,2977,0,1
ZNF184,1770,0,1
LCE1B,2945,0,1
FOXP1,1746,0,1
RP11-999E24.3,110,0,1
ANKRD27,479,0,1
MKL2,2994,0,1
GNB2,2884,0,1
HSPA12A,2594,0,1
TSR2,566,0,1
ERC2,855,0,1
SLC22A17,1811,0,1
CAPZA2,1024,0,1
LINC00294,2013,0,1
ADH4,2886,0,1
ATP5G3,945,0,1
LAMP1,2410,0,1
COMMD1,2273,0,1
FAM216A,1653,0,1
ETNPPL,2782,0,1
ATP1A1,2840,0,1
SCD,2889,0,1
DDX27,2740,0,1
COX7A2,2838,0,2
NT5C1B-RDH14,1639,0,1
LPL,1725,0,1
LOC101928826,2598,0,2
COX7C,1507,0,1
METTL7A,2706,0,1
TRIM2,2970,0,1
ANKRD36,1704,0,1
AC068039.4,2897,0,1
CD47,1571,0,1
MRPL3,2128,0,1
ACBD6,771,0,1
LDHA,332,0,1
CXCR4,2633,0,1
VDAC3,2442,0,2
MTTP,2944,0,1
ZNF292,2806,0,1
MYO9A,2807,0,1
TMEM100,2764,0,1
MRPL36,1662,0,1
PRR34-AS1,2889,1,1
ANKRD13A,2957,0,1
OLFM1,2625,0,2
GBP2,2886,0,1
G6PC3,1448,0,1
PTRHD1,1022,0,1
PLAT,2943,0,1
C19orf43,680,0,1
NAP1L5,2826,0,2
PDLIM1,2631,0,1
RPS20,2520,0,2
LAMTOR1,2920,0,1
UBR5,2411,0,1
TBL1XR1,1635,0,1
FAM219A,293,0,1
CHL1,2775,0,1
NR1H3,2944,0,1
BC047484,573,0,1
HS3ST4,1962,0,1
ATOX1,756,0,1
RPL10A,2838,0,2
ZNF638,1796,0,1
HIP1R,2611,0,1
LINC01126,2874,0,1
LOC149373,2943,0,1
AC091133.1,2411,0,1
EFNB2,2328,0,1
NRGN,561,0,1
PLEKHB2,1432,0,1
DTD1,64,0,1
AKT3,2384,0,1
SLC7A11,2862,0,1
FAM226A,2698,0,1
TOB2,2099,0,1
MT2A,2520,0,2
PTPLB,1409,0,1
LOC646762,2937,0,1
HNRNPM,1146,0,1
FOXG1,2993,0,1
BC033323,2944,0,1
REEP2,2438,0,1
MLC1,2324,0,1
BPTF,2034,0,1
PCDHA1,323,0,1
SCN8A,1826,0,1
HIGD1A,2707,0,1
NEUROD6,1382,0,1
KCMF1,1196,0,1
MRPL33,1746,0,1
AMOTL2,2567,0,1
TTYH1,2941,0,1
NOTCH2,2887,0,1
C16orf80,1649,0,1
LOC102724842,2944,0,1
STARD3NL,929,0,1
GLS,2249,0,1
PTPRM,1104,0,1
PCNP,1089,0,1
MUT,2773,0,1
FNBP1,2715,0,1
KCTD12,666,0,1
PLD6,2785,0,1
TTC28,2820,0,1
RHBDD2,663,0,1
BTBD3,340,0,1
ZCCHC12,1587,0,1
PINLYP,2783,0,1
LCN15,2944,0,1
ERBB2IP,2889,0,1
NT5C3A,681,0,1
LOC101929886,2347,0,1
LAPTM4B,2926,0,1
PHGDH,2254,0,1
SARS,1616,0,1
GABRA1,2252,0,1
ID3,2914,0,1
HSCB,2943,0,1
TXNIP,2889,0,1
RXRA,573,0,1
YPEL2,2210,0,1
APOA1BP,1849,0,1
MYO6,2899,0,1
FBXO11,2762,0,1
C14orf132,131,0,1
ECHS1,284,0,1
MAPT,215,0,1
TAOK3,751,0,1
HBB,2924,0,1
RP4-575N6.5,2944,0,1
SMARCD3,455,0,1
RNF20,2141,0,1
TCF25,189,0,1
MEIS2,1763,0,1
PLEKHH3,2980,0,1
SNN,2234,0,1
NOL11,1197,0,1
CLCN6,17,0,1
TMBIM6,1754,0,1
DSG1,2980,0,1
PRKCA,116,0,1
LINC00844,2989,0,1
GGCT,2647,0,1
MYO10,2940,0,1
DQ570835,1816,0,1
EDNRB,2939,0,1
PSMB3,2965,0,1
NXN,2861,0,1
TIMM23,1987,0,1
GNA13,2899,0,1
EEF2K,1575,0,1
QKI,2498,0,1
PREPL,2865,0,1
BC040734,501,0,1
H2AFV,1990,0,1
GRM3,2019,0,1
CLCN4,924,0,1
PSMB7,2033,0,1
RHEB,1104,0,1
OCIAD2,482,0,1
ESRRG,501,0,1
YTHDF1,2235,0,1
EVL,2616,0,1
YARS,1466,0,1
CAMK2N1,2233,0,1
TXNDC12,2487,0,1
TSPYL4,2800,0,2
ABHD14A,536,0,1
TUBA1C,2799,0,2
SCAMP3,2710,0,1
LINC00969,2834,0,1
GAS2L1,2109,0,1
PAQR3,892,0,1
XK,2216,0,1
PRPSAP2,2061,0,1
CACYBP,2602,0,1
C1orf198,2889,0,1
SMARCA2,1696,0,1
EXOC3L2,1592,0,1
ZNF706,842,0,1
LOC389199,2944,0,1
GPM6A,2838,0,2
UPF2,2207,0,1
SEC61B,1971,0,1
LOC100289058,2944,0,1
SBDS,1230,0,1
F3,2794,0,1
DNAJB9,1089,0,1
ZRSR2,610,0,1
PIK3CB,2878,0,1
LOC340085,1592,0,1
NCDN,1812,0,1
RP11-846E15.2,1540,0,1
ZNF750,2980,0,1
C1D,1083,0,1
PGBD5,436,0,1
ADAM10,1359,0,1
TCF7,1233,0,1
CACNG8,1480,0,1
C4orf48,671,0,1
MZT2B,1705,0,1
SLC25A44,2074,0,1
USP48,1456,0,1
RNF123,895,0,1
NAV1,395,0,1
VPS16,1982,0,1
DYNLL2,1453,0,1
DNAJA2,420,0,1
AKAP11,1666,0,1
LOC101928830,6,0,1
QDPR,2235,0,1
RLIM,10,0,1
RPL35,2150,0,1
NALCN,2096,0,1
RAB15,2166,0,1
CNDP1,1878,0,1
LOC101929694,2980,0,1
ELOVL7,2899,0,1
P2RX5-TAX1BP3,1676,0,1
TBC1D24,1312,0,1
DISP2,280,0,1
AK025288,2957,0,1
NACC2,2794,0,1
VEGFA,2815,0,1
LY6H,1403,0,1
NFIB,1749,0,1
AK097836,2980,0,1
RPLP1,2111,0,1
ASH1L,1966,0,1
ACKR3,2914,0,1
CALN1,1661,0,1
BASP1,2826,0,2
NACAP1,1966,0,1
GABRD,2368,0,1
SPRY2,2459,0,1
RCN1,2819,0,1
RIMS2,1170,0,1
ARHGAP5,1630,0,1
ATF4,2205,0,1
OCIAD1,68,0,1
RBMXL1,2937,0,1
SYT6,1562,0,1
MPC2,2460,0,1
RGPD3,2918,0,1
JMJD7-PLA2G4B,1233,0,1
CTNND2,1935,0,1
C1QTNF4,1895,0,1
CCDC92,1833,0,1
LRP1B,1410,0,1
H2AFZ,1899,0,1
LOC101928820,2944,0,1
MED13L,2099,0,1
UBL3,1432,0,1
UBE2D4,418,0,1
SMNDC1,2947,0,1
NSG1,2435,0,1
LOC100129361,1056,0,1
DAAM1,2110,0,1
IARS2,686,0,1
RTCB,1845,0,1
C19orf33,2979,0,1
MLF2,2569,0,1
RPS3A,2299,0,1
LOC101060321,2956,0,1
GPATCH8,2208,0,1
PPP6R1,1232,0,1
STX1A,1168,0,1
KHDRBS3,1019,0,1
TBK1,411,0,1
BEND6,2475,0,1
ANKMY2,1776,0,1
PRRT2,600,0,1
PMP2,2697,0,1
RP4-710M16.1,1233,0,1
FAM222A,2943,0,1
TBC1D30,2483,0,1
VAV3,2573,0,1
ELAVL3,2740,0,1
CIRBP,2172,0,1
STRIP1,2615,0,1
NR2C2,1034,0,1
PMP22,2887,0,1
RICTOR,1409,0,1
SDCBP,2707,0,1
MIA-RAB4B,1809,0,1
MPHOSPH8,2191,0,1
TATDN1,756,0,1
ANXA7,480,0,1
RING1,2346,0,1
KDM2B,1283,0,1
PHF1,2568,0,1
NRCAM,2707,0,1
KLF2,2914,0,1
CEP164,2834,0,1
ANKS1B,96,0,1
RELL1,2862,0,1
RPL24,2529,0,2
TXN2,2118,0,1
MCF2L2,2875,0,1
GLRX,2329,0,1
IARS,1330,0,1
NREP,1009,0,1
HPCAL4,1166,0,1
SLC25A36,1091,0,1
SLC32A1,2368,0,1
PEF1,648,0,1
SEPW1,2233,0,1
