Gene_ID,Node_ID,Is_AD_Biomarker,Cluster_k10
CNPY1,2980,0,3
TMEM167A,2486,0,3
RBFA,2943,0,3
NAT8L,2797,0,3
ITGAE,292,0,3
NUDT9,2351,0,3
MMGT1,2394,0,3
TMEM104,2937,0,3
MUSTN1,2631,0,3
ATP5E,2358,0,3
TMEM155,1204,0,3
TCEB2,2904,0,3
PARP2,283,0,3
KCNC1,2971,0,3
SEC16A,1467,0,3
TMEM132D,300,0,3
ATXN7L3B,2768,0,3
SMYD3,2079,0,3
RRAGA,944,0,3
STK24,2772,0,3
PHF13,1702,0,3
TUBB2A,2838,0,6
HSD11B1,2943,0,3
CXXC1,347,0,3
YWHAG,2882,0,9
CDK14,2538,0,3
MRPS22,2995,0,3
SH2B2,1592,0,3
MANBAL,1243,0,3
C15orf61,2468,0,3
GJA1,2522,0,7
MAPK10,2027,0,3
SERPINA10,2945,0,3
BTBD10,1898,0,3
CSRNP3,2954,0,3
INSIG2,2192,0,3
UXS1,28,0,3
DDR1,2889,0,3
MGC12488,2845,0,3
USP1,1374,0,3
GRB2,2615,0,3
LOC101927648,2944,0,3
RGS2,2818,0,3
RNF219,701,0,3
LOC102724229,2734,0,3
ATP5B,332,0,3
FAM171A1,2233,0,2
C2orf61,2980,0,3
PNN,1207,0,3
SLC24A3,2221,0,3
STX12,2172,0,3
PBX1,2954,0,3
SERP1,2756,0,3
SRI,2425,0,3
LOC389765,1644,0,3
PPTC7,2816,0,3
ALDH6A1,2887,0,3
SELM,1854,0,3
H2AFY,2180,0,3
CTTNBP2,857,0,3
BMPR1B,2862,0,3
LOC283070,2865,0,2
CLIP2,644,0,3
WDR17,1365,0,3
NISCH,2049,0,2
NDUFS6,1331,0,3
RAD23A,391,0,3
MRPS21,844,0,3
KCNB1,2955,0,3
COLCA1,50,0,4
CDS1,499,0,3
CASQ2,2979,0,3
PI4KA,112,0,3
LRRN3,2468,0,3
KLHL42,2608,0,3
PPP2R2B,2645,0,3
NDUFS2,2916,0,3
DAB1,1054,0,3
RGS7,2593,0,3
LOC728061,1609,0,3
GPR108,2937,0,3
HMGN2,2618,0,3
LOC101929740,2834,0,3
PIAS1,2210,0,3
CHP1,2105,0,3
TIPARP,2655,0,3
TSNAX,2086,0,3
TMEM258,2641,0,3
FAM83C-AS1,2980,0,3
LOC102725271,1763,0,3
LOC100507562,2944,0,3
CDH8,887,0,3
WWC3,2101,0,3
LOC102724312,2944,0,3
PRR7-AS1,2944,0,3
TTC14,1458,0,3
SCML2,747,0,3
CACHD1,1821,0,3
APLP2,9,0,3
IP6K2,2246,0,3
LINC01207,2945,0,3
TSG101,1949,0,3
SCD5,40,0,3
C2orf69,1902,0,3
GLRX2,1291,0,3
TNRC6B,1860,0,3
ZSCAN32,2943,0,3
BRMS1,2783,0,3
EI24,1310,0,3
DIP2C,2193,0,3
TBCA,2575,0,2
GGA1,1572,0,3
LOC100996549,2980,0,3
LOC102725017,2973,0,3
PITPNB,1330,0,3
PSMB1,1745,0,3
KDELR1,2989,0,3
GNG5,2612,0,3
SNAP91,2625,0,5
ARL8B,2840,0,2
HEPACAM,2782,0,2
CTC-444N24.11,1537,0,3
CXorf21,2943,0,3
TMEM132B,1103,0,3
CDKN1B,2644,0,3
NOTCH2NL,2696,0,2
NTN4,1836,0,3
CHRM1,536,0,3
RPS9,2206,0,3
NSUN5,2481,0,3
PLLP,466,0,3
LMF1,263,0,3
ERVK3-1,1652,0,3
VAMP1,2620,0,3
CAT,2760,0,3
LPCAT1,1838,0,3
ABI2,2779,0,3
C12orf57,260,0,3
RP1-93H18.6,2980,0,3
SELK,2463,0,3
NDUFB1,2593,0,3
MLIP,1895,0,3
FAM19A2,2475,0,3
PPP1R1B,545,0,3
ERCC5,1488,0,3
ENTPD4,2818,0,3
SNX8,2873,0,3
PNMAL2,2691,0,3
MTX2,64,0,3
EFNB3,1808,0,3
FBXO2,2681,0,3
NR4A2,2546,0,3
LPIN1,1414,0,3
PPP2CB,2577,0,3
RP11-480A16.1,2937,0,3
ELMOD1,1431,0,3
CDH12,2368,0,3
IFNA10,2785,0,3
SPOCK1,340,0,3
HACE1,2742,0,3
TXNL4B,2937,0,3
CASC4,2802,0,3
PEBP1,2826,0,5
HSD17B11,2048,0,3
TOMM5,1432,0,3
ANP32A,1374,0,3
GLTSCR2,1991,0,3
FNIP2,513,0,3
CRTAC1,501,0,3
IFRD1,1359,0,3
ITSN2,2877,0,3
NEFH,2840,0,2
BRD8,1385,0,3
CTBP1,550,0,3
WIPF3,544,0,3
ADH5,2398,0,3
TMEM63B,1233,0,3
OPHN1,50,0,4
KCTD16,813,0,3
FAM107A,2696,0,2
EIF3L,2800,0,6
ADI1,2899,0,3
ANKRD13D,1609,0,3
RSBN1,2806,0,3
LRRK2,2551,0,3
GRM4,2783,0,3
CAMK2D,174,0,3
TUG1,2872,0,3
CCNH,996,0,3
SCARNA15,1220,0,3
SEC14L1,2713,0,3
NR1D1,2975,0,3
SLC7A1,2178,0,3
MID1,2861,0,3
AHI1,1350,0,3
RPS6KA5,2725,0,3
FGF17,2944,0,3
SH3GL2,2799,0,6
COL11A1,2420,0,3
CHMP2B,1033,0,3
ZNF667-AS1,2248,0,3
MSANTD3-TMEFF1,513,0,3
RNF182,2887,0,3
R3HCC1,1510,0,3
ZMYND8,2222,0,3
RP11-649A18.7,2943,0,3
GGA3,731,0,3
IL17D,1832,0,3
ADCY2,1754,0,3
RAB40C,2347,0,3
INPP5A,1981,0,3
USP9X,125,0,3
SYT1,2799,0,6
GLI3,2943,0,3
ZFYVE21,2325,0,3
SDR39U1,2206,0,3
BC017398,2182,0,3
ABCA11P,2783,0,3
SLC19A2,1896,0,3
THBS2,2284,0,3
GAS6,430,0,3
GYG1,2055,0,3
GSPT2,1024,0,3
P2RX7,2957,0,3
KLHDC2,2076,0,3
KCNJ16,2632,0,3
MIR1236,2949,0,3
KCNAB2,1982,0,3
TADA2B,2961,0,3
ARF5,2650,0,3
AX746492,2886,0,3
XYLT1,1438,0,3
CALCB,2980,0,3
LOC100506990,2110,0,3
MRFAP1,2882,0,9
PDZK1,2980,0,3
RP11-480D4.6,2980,0,3
ARNTL,2413,0,3
MIR6805,148,0,3
DYNLT3,2707,0,2
PRKRIR,1476,0,3
EMILIN3,2936,0,3
GRIN2A,2164,0,3
DIRAS2,2865,0,2
BNIP3L,2275,0,3
GCSH,2325,0,3
ZRANB2,2739,0,3
EDF1,184,0,3
GRIA2,2574,0,5
RPS6KA4,2874,0,3
MAP4K4,2889,0,3
ZFR,1405,0,3
HIBCH,2940,0,3
PRNP,2800,0,6
AGT,2795,0,3
CHCHD7,1150,0,3
ATP6V1B2,1969,0,3
C8orf88,2407,0,3
HHATL,466,0,3
TMEM97,1338,0,3
GLT8D1,1193,0,3
AK096592,2806,0,3
PRICKLE2,555,0,3
SEC14L4,2944,0,3
CD38,2980,0,3
PIRT,2284,0,3
PGM2L1,809,0,3
SCRIB,346,0,3
PSMA7,2105,0,3
ERLEC1,2002,0,3
OGN,2784,0,3
GMFB,854,0,3
PLEKHH1,1878,0,3
APLP1,469,0,3
STRN4,2943,0,3
PTPRK,2738,0,2
MFAP1,1103,0,3
TOP1,1731,0,3
CNTN1,785,0,3
SLC25A6,353,0,3
COX5A,2397,0,3
PSMD10,1006,0,3
PCDH9,2153,0,2
GAS7,2955,0,3
LSM1,2378,0,3
BLOC1S2,1433,0,3
COX7A2P2,2179,0,3
MAGEH1,1048,0,3
AK021804,2366,0,2
PHYH,2555,0,3
KIAA0247,1401,0,3
ENDOG,2273,0,3
DNAJA3,2615,0,3
NSA2,2351,0,3
TRA2B,2960,0,3
NARS,2799,0,6
DPP10,1636,0,3
SMAD1,1360,0,3
LOC101927673,1177,0,3
GOLGA7,2614,0,3
CYBRD1,2815,0,3
GEM,2284,0,3
TUBG1,1669,0,3
LPGAT1,1791,0,3
POMP,1636,0,3
TMEM158,1382,0,3
STEAP2,2817,0,3
SGSM2,600,0,3
SCAMP1,2960,0,3
RPL23,2958,0,3
FAM45A,2977,0,3
RDH11,62,0,3
ASAP1-IT1,2930,0,3
ZMIZ1,1514,0,3
NOXA1,1264,0,3
LRRC7,972,0,3
ZNF445,1593,0,3
RPL39,2598,0,7
TNFRSF1A,2388,0,3
FAM133B,1274,0,3
APOD,1629,0,3
SRRM1,265,0,3
GP1BB,2091,0,3
LOC100507388,2980,0,3
AMD1,301,0,3
IFI6,1588,0,3
C3orf80,2983,0,3
LOC401320,2944,0,3
CCT2,1866,0,3
TP53BP2,2887,0,3
DOK5,2549,0,3
KIAA1644,2343,0,3
COA6,1267,0,3
EIF3G,536,0,3
PAK6,2640,0,3
YWHAQ,2441,0,5
IDI1,2351,0,3
NSRP1,2819,0,3
MIR6513,2862,0,3
HILPDA,2827,0,3
LDOC1L,1920,0,3
FGF9,1157,0,3
PTPRS,30,0,3
HAX1,1848,0,3
MAGED4,1812,0,3
SLC46A3,2977,0,3
PLOD1,2937,0,3
RAB5A,2435,0,3
PGRMC1,796,0,3
SUMO1,2555,0,3
ATXN1,1283,0,3
NTRK2,1879,0,3
ARPP19,2424,0,3
SPATA20,430,0,3
PSMC6,2479,0,3
C3orf43,2980,0,3
ATXN10,1949,0,3
DYSF,2975,0,3
DUOXA2,2979,0,3
SEPT7P2,2845,0,3
SSU72,1230,0,3
WLS,2941,0,3
SOX8,2889,0,3
AFG3L2,2865,0,2
MBIP,2936,0,3
PAM,2840,0,2
ATP6V0B,2686,0,3
RMDN3,2486,0,3
RPL18P10,1927,0,3
RNPC3,2567,0,3
FAM178B,2783,0,3
FNDC4,2273,0,3
GPR83,1588,0,3
PAIP1,2876,0,3
TSC1,2805,0,3
EEF1A2,2753,0,3
MBNL2,2878,0,3
AK5,2864,0,2
RAB3A,442,0,3
MICU3,2865,0,2
FTL,2409,0,8
FAM199X,1509,0,3
HTATSF1,2742,0,3
RP11-271C24.3,2725,1,3
SPATA2L,586,0,3
XRN1,1134,0,3
LOC728730,2845,0,3
USMG5,2838,0,6
PARD6A,1022,0,3
DEK,1990,0,3
CHCHD2,1976,0,3
MAP6,1073,0,3
ERMN,1878,0,3
UBQLN4,2820,0,3
SCN4B,2620,0,3
UBE2D2,2467,0,3
RP11-15P13.1,2944,0,3
GABRB1,2157,0,2
LOC100288911,880,0,3
ENO2,332,0,3
USP12,1484,0,3
YAP1,2936,0,3
LRP11,2739,0,3
KCNQ3,2533,0,3
RCC2,2872,0,3
NDUFS3,1734,0,3
KIAA0513,1122,0,3
DQ592230,170,0,3
SNW1,2762,0,3
DAZAP2,2564,0,3
RNF175,2391,0,3
ANKRD9,306,0,3
RANBP6,2164,0,3
LOC100506725,2944,0,3
SEMA3F,2389,0,3
AK094733,2944,0,3
HES6,2664,0,3
LGI4,1135,0,3
STRAP,1898,0,3
SYCN,2945,0,3
PNPT1,2872,0,3
TNS3,2795,0,3
KMT2D,464,0,3
DNTTIP2,1842,0,3
RAB8B,1050,0,3
LOC439994,464,0,3
CDK7,771,0,3
HECW1,2935,0,3
MTFR1L,2105,0,3
ASAP2,2459,0,3
CAPN2,2705,0,3
APOBEC3C,2944,0,3
SRGAP2B,2957,0,3
TBC1D9,823,0,3
STX8,2273,0,3
F8A1,880,0,3
FUNDC2,2810,0,3
USP32,1067,0,3
GTF2H4,2944,0,3
APMAP,445,0,3
LGALS3,2899,0,3
RAP1GAP,214,0,3
RPL32,2603,0,5
LRRC49,2867,0,3
IGSF21,1808,0,3
HOMER1,2992,0,3
R3HDM4,2100,0,3
NLK,2739,0,3
ASAP1,2977,0,3
ZNF184,1770,0,3
LCE1B,2945,0,3
FOXP1,1746,0,3
RP11-999E24.3,110,0,3
ANKRD27,479,0,3
MKL2,2994,0,3
GNB2,2884,0,3
HSPA12A,2594,0,3
TSR2,566,0,3
ERC2,855,0,3
SLC22A17,1811,0,3
CAPZA2,1024,0,3
LINC00294,2013,0,3
ADH4,2886,0,3
ATP5G3,945,0,3
LAMP1,2410,0,2
COMMD1,2273,0,3
FAM216A,1653,0,3
ETNPPL,2782,0,2
ATP1A1,2840,0,2
SCD,2889,0,3
DDX27,2740,0,3
COX7A2,2838,0,6
NT5C1B-RDH14,1639,0,3
LPL,1725,0,3
LOC101928826,2598,0,7
COX7C,1507,0,3
METTL7A,2706,0,3
TRIM2,2970,0,3
ANKRD36,1704,0,3
AC068039.4,2897,0,3
CD47,1571,0,3
MRPL3,2128,0,3
ACBD6,771,0,3
LDHA,332,0,3
CXCR4,2633,0,3
VDAC3,2442,0,5
MTTP,2944,0,3
ZNF292,2806,0,3
MYO9A,2807,0,3
TMEM100,2764,0,3
MRPL36,1662,0,3
PRR34-AS1,2889,1,3
ANKRD13A,2957,0,3
OLFM1,2625,0,5
GBP2,2886,0,3
G6PC3,1448,0,3
PTRHD1,1022,0,3
PLAT,2943,0,3
C19orf43,680,0,3
NAP1L5,2826,0,5
PDLIM1,2631,0,3
RPS20,2520,0,8
LAMTOR1,2920,0,3
UBR5,2411,0,3
TBL1XR1,1635,0,3
FAM219A,293,0,3
CHL1,2775,0,3
NR1H3,2944,0,3
BC047484,573,0,3
HS3ST4,1962,0,3
ATOX1,756,0,3
RPL10A,2838,0,6
ZNF638,1796,0,3
HIP1R,2611,0,3
LINC01126,2874,0,3
LOC149373,2943,0,3
AC091133.1,2411,0,3
EFNB2,2328,0,3
NRGN,561,0,3
PLEKHB2,1432,0,3
DTD1,64,0,3
AKT3,2384,0,3
SLC7A11,2862,0,3
FAM226A,2698,0,3
TOB2,2099,0,3
MT2A,2520,0,8
PTPLB,1409,0,3
LOC646762,2937,0,3
HNRNPM,1146,0,3
FOXG1,2993,0,3
BC033323,2944,0,3
REEP2,2438,0,3
MLC1,2324,0,3
BPTF,2034,0,3
PCDHA1,323,0,3
SCN8A,1826,0,3
HIGD1A,2707,0,2
NEUROD6,1382,0,3
KCMF1,1196,0,3
MRPL33,1746,0,3
AMOTL2,2567,0,3
TTYH1,2941,0,3
NOTCH2,2887,0,3
C16orf80,1649,0,3
LOC102724842,2944,0,3
STARD3NL,929,0,3
GLS,2249,0,3
PTPRM,1104,0,3
PCNP,1089,0,3
MUT,2773,0,3
FNBP1,2715,0,3
KCTD12,666,0,3
PLD6,2785,0,3
TTC28,2820,0,3
RHBDD2,663,0,3
BTBD3,340,0,3
ZCCHC12,1587,0,3
PINLYP,2783,0,3
LCN15,2944,0,3
ERBB2IP,2889,0,3
NT5C3A,681,0,3
LOC101929886,2347,0,3
LAPTM4B,2926,0,3
PHGDH,2254,0,3
SARS,1616,0,3
GABRA1,2252,0,3
ID3,2914,0,3
HSCB,2943,0,3
TXNIP,2889,0,3
RXRA,573,0,3
YPEL2,2210,0,3
APOA1BP,1849,0,3
MYO6,2899,0,3
FBXO11,2762,0,3
C14orf132,131,0,3
ECHS1,284,0,3
MAPT,215,0,3
TAOK3,751,0,3
HBB,2924,0,3
RP4-575N6.5,2944,0,3
SMARCD3,455,0,3
RNF20,2141,0,3
TCF25,189,0,3
MEIS2,1763,0,3
PLEKHH3,2980,0,3
SNN,2234,0,2
NOL11,1197,0,3
CLCN6,17,0,3
TMBIM6,1754,0,3
DSG1,2980,0,3
PRKCA,116,0,3
LINC00844,2989,0,3
GGCT,2647,0,3
MYO10,2940,0,3
DQ570835,1816,0,3
EDNRB,2939,0,3
PSMB3,2965,0,3
NXN,2861,0,3
TIMM23,1987,0,3
GNA13,2899,0,3
EEF2K,1575,0,3
QKI,2498,0,3
PREPL,2865,0,2
BC040734,501,0,3
H2AFV,1990,0,3
GRM3,2019,0,3
CLCN4,924,0,3
PSMB7,2033,0,3
RHEB,1104,0,3
OCIAD2,482,0,3
ESRRG,501,0,3
YTHDF1,2235,0,3
EVL,2616,0,3
YARS,1466,0,3
CAMK2N1,2233,0,2
TXNDC12,2487,0,3
TSPYL4,2800,0,6
ABHD14A,536,0,3
TUBA1C,2799,0,6
SCAMP3,2710,0,3
LINC00969,2834,0,3
GAS2L1,2109,0,3
PAQR3,892,0,3
XK,2216,0,3
PRPSAP2,2061,0,3
CACYBP,2602,0,3
C1orf198,2889,0,3
SMARCA2,1696,0,3
EXOC3L2,1592,0,3
ZNF706,842,0,3
LOC389199,2944,0,3
GPM6A,2838,0,6
UPF2,2207,0,3
SEC61B,1971,0,3
LOC100289058,2944,0,3
SBDS,1230,0,3
F3,2794,0,3
DNAJB9,1089,0,3
ZRSR2,610,0,3
PIK3CB,2878,0,3
LOC340085,1592,0,3
NCDN,1812,0,3
RP11-846E15.2,1540,0,3
ZNF750,2980,0,3
C1D,1083,0,3
PGBD5,436,0,3
ADAM10,1359,0,3
TCF7,1233,0,3
CACNG8,1480,0,3
C4orf48,671,0,3
MZT2B,1705,0,3
SLC25A44,2074,0,3
USP48,1456,0,3
RNF123,895,0,3
NAV1,395,0,3
VPS16,1982,0,3
DYNLL2,1453,0,3
DNAJA2,420,0,3
AKAP11,1666,0,3
LOC101928830,6,0,3
QDPR,2235,0,3
RLIM,10,0,3
RPL35,2150,0,3
NALCN,2096,0,3
RAB15,2166,0,3
CNDP1,1878,0,3
LOC101929694,2980,0,3
ELOVL7,2899,0,3
P2RX5-TAX1BP3,1676,0,3
TBC1D24,1312,0,3
DISP2,280,0,3
AK025288,2957,0,3
NACC2,2794,0,3
VEGFA,2815,0,3
LY6H,1403,0,3
NFIB,1749,0,3
AK097836,2980,0,3
RPLP1,2111,0,3
ASH1L,1966,0,3
ACKR3,2914,0,3
CALN1,1661,0,3
BASP1,2826,0,5
NACAP1,1966,0,3
GABRD,2368,0,3
SPRY2,2459,0,3
RCN1,2819,0,3
RIMS2,1170,0,3
ARHGAP5,1630,0,3
ATF4,2205,0,3
OCIAD1,68,0,3
RBMXL1,2937,0,3
SYT6,1562,0,3
MPC2,2460,0,3
RGPD3,2918,0,3
JMJD7-PLA2G4B,1233,0,3
CTNND2,1935,0,3
C1QTNF4,1895,0,3
CCDC92,1833,0,1
LRP1B,1410,0,3
H2AFZ,1899,0,3
LOC101928820,2944,0,3
MED13L,2099,0,3
UBL3,1432,0,3
UBE2D4,418,0,3
SMNDC1,2947,0,3
NSG1,2435,0,3
LOC100129361,1056,0,3
DAAM1,2110,0,3
IARS2,686,0,3
RTCB,1845,0,3
C19orf33,2979,0,3
MLF2,2569,0,3
RPS3A,2299,0,2
LOC101060321,2956,0,3
GPATCH8,2208,0,3
PPP6R1,1232,0,3
STX1A,1168,0,3
KHDRBS3,1019,0,3
TBK1,411,0,3
BEND6,2475,0,3
ANKMY2,1776,0,3
PRRT2,600,0,3
PMP2,2697,0,2
RP4-710M16.1,1233,0,3
FAM222A,2943,0,3
TBC1D30,2483,0,3
VAV3,2573,0,3
ELAVL3,2740,0,3
CIRBP,2172,0,3
STRIP1,2615,0,3
NR2C2,1034,0,3
PMP22,2887,0,3
RICTOR,1409,0,3
SDCBP,2707,0,2
MIA-RAB4B,1809,0,3
MPHOSPH8,2191,0,2
TATDN1,756,0,3
ANXA7,480,0,3
RING1,2346,0,3
KDM2B,1283,0,3
PHF1,2568,0,3
NRCAM,2707,0,2
KLF2,2914,0,3
CEP164,2834,0,3
ANKS1B,96,0,3
RELL1,2862,0,3
RPL24,2529,0,6
TXN2,2118,0,3
MCF2L2,2875,0,3
GLRX,2329,0,3
IARS,1330,0,3
NREP,1009,0,3
HPCAL4,1166,0,3
SLC25A36,1091,0,3
SLC32A1,2368,0,3
PEF1,648,0,3
SEPW1,2233,0,2
