x,y,shape
29.09301803449458,24.078550716365108,hexagon
28.34690745975929,22.03494151211838,hexagon
32.325852235566984,27.36367075730062,hexagon
31.16662291876274,24.586408239889593,hexagon
30.465665853649224,22.020283478709047,hexagon
29.775746272991345,27.40194059129148,hexagon
33.18068492376843,23.590084842397562,hexagon
29.61925011844571,23.006792318366564,hexagon
30.07981281252978,21.669866773281104,hexagon
30.153988838475065,25.782091272666467,hexagon
26.56743885458916,26.28376500371531,hexagon
28.022949508212225,23.193897869647785,hexagon
30.39950388713309,21.833379834288202,hexagon
31.494134799606453,26.14340120583806,hexagon
33.19978711810455,24.228934632247473,hexagon
32.71152595847674,22.763155930602398,hexagon
29.64915220092414,27.7291604591951,hexagon
31.387706007514463,22.17902449112067,hexagon
27.315812919698445,24.689589788987888,hexagon
28.888309305948805,27.594234123780865,hexagon
26.7947692224714,23.21242202764621,hexagon
29.548740539239848,21.447817877501432,hexagon
27.82812230360252,26.360523580635366,hexagon
28.679723847378167,23.6077993138424,hexagon
29.20186282672446,22.579196172013916,hexagon
31.807605094947487,25.61211469009505,hexagon
31.842899200185858,22.7651165418129,hexagon
29.81466190804609,27.370925851587295,hexagon
30.16579598930236,28.20122880812578,hexagon
28.028830371167512,25.211176417124232,hexagon
31.001867317925935,24.13702085589369,hexagon
27.426610494994996,27.46734960170135,hexagon
29.997831596302106,23.74163070898694,hexagon
31.70995001981673,26.19087079525955,hexagon
32.351254016688195,24.877064479232725,hexagon
27.92827023248873,24.981235734370575,hexagon
30.083164403612216,25.805441020789278,hexagon
27.169113072336405,26.80750982018617,hexagon
30.50474061459568,22.361625319566784,hexagon
30.16882018408862,23.741610056938825,hexagon
30.461503905956732,28.33277350692113,hexagon
30.623589948533482,24.66843685084324,hexagon
26.88216860976655,22.95005500806709,hexagon
28.914727914299203,26.0201102713979,hexagon
28.572873938944227,24.982642989801356,hexagon
28.67574066066749,23.971849247586725,hexagon
26.681870589274457,25.28412493332985,hexagon
31.125132585322344,27.257484537526206,hexagon
30.890845643868523,22.85817888728312,hexagon
28.12935306834187,24.497581682650065,hexagon
31.88459305255861,27.03437397723387,hexagon
30.301133621239693,22.043891362161098,hexagon
32.89722808134264,23.69062345250736,hexagon
31.91812195126175,24.340678952203913,hexagon
31.085867940719627,26.239768844031616,hexagon
30.37051304105845,25.316888066240555,hexagon
32.539274780449986,23.88192367951011,hexagon
30.93610051395732,27.111303208360617,hexagon
29.95341661607785,27.680262041522504,hexagon
27.483483784959773,26.672656391232888,hexagon
28.03999743405905,26.768563391487067,hexagon
30.713535215808225,22.52443600352828,hexagon
26.704191653748016,25.92802046927245,hexagon
31.581876831262345,27.910616101807115,hexagon
29.605937941965458,28.63002143340658,hexagon
28.003441749239297,24.88554978745634,hexagon
31.875770694330264,27.49678602574525,hexagon
27.662708098645133,23.02511186794122,hexagon
27.772358154362532,24.023569366760796,hexagon
29.38657176119079,22.27959075389854,hexagon
32.07119173051161,24.145202299750412,hexagon
31.283277980388647,24.21088151274894,hexagon
31.74439638151713,24.385263768146316,hexagon
30.043133063479992,26.298598429559366,hexagon
32.23924777668282,27.43205316505685,hexagon
28.951130009356216,28.077581848216767,hexagon
33.36430804782397,24.403103042642435,hexagon
30.578688841573143,24.294413262074155,hexagon
27.639589536008984,26.23352647877737,hexagon
33.0564305568752,25.179000166051015,hexagon
32.79695722875418,25.83300665188844,hexagon
29.391242425538007,25.978792286697303,hexagon
28.275919234685418,25.290474463612906,hexagon
27.98796700612425,23.266851902861017,hexagon
32.07702024224112,22.75453883428871,hexagon
31.053908818544187,22.739269997151215,hexagon
30.722177432269298,24.513060645909288,hexagon
32.61363974772021,27.446963694430764,hexagon
26.95270595161706,24.38024965670455,hexagon
29.616533246674255,26.740585818333884,hexagon
32.69164471393096,25.819941485662373,hexagon
28.312226395294317,21.995273026080675,hexagon
32.284701681601966,22.33415551481647,hexagon
31.47118137203989,27.414439885883063,hexagon
30.84456486839777,22.957907282925184,hexagon
32.79730017590436,23.32999595773264,hexagon
29.754926435395326,27.543961331756584,hexagon
31.744176773913058,23.797810760064507,hexagon
28.53088294595406,28.088582653834663,hexagon
28.136996691265885,24.364269081178183,hexagon
31.574750366202828,25.517224426842997,hexagon
32.80162080898727,25.792630472567538,hexagon
29.60133980464549,22.88319383718155,hexagon
27.01891979543647,26.084270783862276,hexagon
29.945703797415224,26.372614556375026,hexagon
31.183845980406822,28.012899992988775,hexagon
28.97378956867531,23.13462159372324,hexagon
30.062345218022212,25.000157295792622,hexagon
30.490243804906747,23.661852797881572,hexagon
33.395623541554095,26.845965007632902,hexagon
28.539903312248814,26.267226173576685,hexagon
28.087536010037912,27.465689959804735,hexagon
32.38236186093079,24.450416051792526,hexagon
27.920566058694842,22.434980646462325,hexagon
30.997343155263284,25.147912776433195,hexagon
27.72052778127808,26.069562505484114,hexagon
29.06702165044741,27.7844650097403,hexagon
31.77841642583137,26.20137715547229,hexagon
30.073048377498505,23.614720481418082,hexagon
27.362132272956842,22.9268122859884,hexagon
27.096280540261567,23.626642801740214,hexagon
32.308732533383534,25.807943999889126,hexagon
29.57210800533242,24.585086215335036,hexagon
30.5773661247297,27.12749382704717,hexagon
27.82346042272969,24.36941100415007,hexagon
29.580160892209857,26.964632399522287,hexagon
32.771447786337845,24.06908446865303,hexagon
29.77812403105788,23.734646599380326,hexagon
33.427216152091304,26.828256218689344,hexagon
32.80263358294665,27.205994355985133,hexagon
28.29881148915394,25.077212300770025,hexagon
31.795743487959303,27.8578720588267,hexagon
32.45869579538448,24.662132351416098,hexagon
31.37928670113533,27.129385602771915,hexagon
29.088373315436684,23.906642440211254,hexagon
31.78729684780211,26.880333419342897,hexagon
27.48766813734049,26.17611833639929,hexagon
29.62063806589304,27.42426764080012,hexagon
31.835511813006523,23.437334852320205,hexagon
30.88492022143021,25.230683511958382,hexagon
32.837112926753676,23.29137243091153,hexagon
31.316051543828102,22.709271074983253,hexagon
29.480146216038086,26.687143409910167,hexagon
32.729432961296574,24.423405030190057,hexagon
27.845212283583102,24.636543708896074,hexagon
28.950187773990287,28.017843253527886,hexagon
28.604656772023418,26.632008409469247,hexagon
31.776520508116988,25.787465408395285,hexagon
33.411153893934404,24.771387716171272,hexagon
30.77889136248573,25.196295901588233,hexagon
29.307267825357403,23.98195399378592,hexagon
29.691541313168006,25.116034576292233,hexagon
31.48442864571632,24.50647940328328,hexagon
30.026404346192113,26.050306121980405,hexagon
27.863554053882368,25.237819760707495,hexagon
29.548989617219064,23.521866772807083,hexagon
31.787081632016726,25.81380548563101,hexagon
30.637014097506015,27.813676706369964,hexagon
29.820291985999532,22.590685871325675,hexagon
27.749357093692097,23.879977305109207,hexagon
30.50158259313198,27.26021061443179,hexagon
31.175098769017215,23.608718848021724,hexagon
32.29816734796688,24.12640053612113,hexagon
27.76418986308313,24.73903500631202,hexagon
28.026615743600484,27.634884803053975,hexagon
30.215252697608133,27.141725834672602,hexagon
32.891499342621984,25.93510827949368,hexagon
29.880916436396394,26.01984986414228,hexagon
29.009718508202443,23.557790211464564,hexagon
27.50360964628785,24.464724792583763,hexagon
28.04669864236442,26.490183068522164,hexagon
28.873964707251464,21.94104095178081,hexagon
27.984298132648956,25.135430944395612,hexagon
28.578777801149947,24.887462552599022,hexagon
29.892144245537406,25.961744632171193,hexagon
27.87739524379769,25.617385637694426,hexagon
28.438421493230873,25.289912048641007,hexagon
29.551041319346247,23.39295200092728,hexagon
33.24899900578718,23.728719387945713,hexagon
29.759369779382357,25.442160866702935,hexagon
32.88306243953057,25.782887591889782,hexagon
27.53665010690888,25.057353236206904,hexagon
27.263474045163296,24.21499955602444,hexagon
31.47138192234102,27.61540035827054,hexagon
30.14712175432201,22.76566826529236,hexagon
32.16322195625013,24.794543116576968,hexagon
33.228649264049174,23.855336940792963,hexagon
31.244060091522517,23.76160563308071,hexagon
29.64751150770926,23.800978719386105,hexagon
27.710532037333728,24.402786582298152,hexagon
31.73969807019086,22.592817232701428,hexagon
27.620182023819513,25.29859121314646,hexagon
29.00815870673804,26.014439860473388,hexagon
26.932045783730416,25.13024302682808,hexagon
27.452284092062598,23.617467077875986,hexagon
30.673130791730806,26.67176310650852,hexagon
32.18430255551621,23.431967136695853,hexagon
27.942457568459723,22.716726737305063,hexagon
31.009749833374684,25.728754078596968,hexagon
27.650852874254305,23.19726548342056,hexagon
32.43046308272005,27.31012164012381,hexagon
33.13477427067711,26.690101998221646,hexagon
26.873920086058217,24.458238401325815,hexagon
28.71973654715854,25.896357140860157,hexagon
27.140457108969063,23.21512277178597,hexagon
32.78814158699963,26.750353115273445,hexagon
29.432701285832444,25.262682880968608,hexagon
31.168322348600853,27.28538521286974,hexagon
32.300496331458156,24.81312950916331,hexagon
26.965902760509046,23.77327795757488,hexagon
29.2876741057102,23.28222096377358,hexagon
28.59690759371325,27.73592442640666,hexagon
33.16501300652476,27.143359059410223,hexagon
29.756850099821513,24.66593390153774,hexagon
33.11862937366918,25.487863968466044,hexagon
30.95000752656169,22.61192209850293,hexagon
29.645989187993923,26.975781257409054,hexagon
31.637317977432904,27.671800395515163,hexagon
32.81596752892989,22.816671048221597,hexagon
29.54214086342056,23.922986603511813,hexagon
30.00105795193548,26.713279030654242,hexagon
33.19171205944525,26.395504531751506,hexagon
29.78379378365651,24.44769643795861,hexagon
26.752482336456506,23.41139155256132,hexagon
29.610070833770525,25.266719973744316,hexagon
27.87698809629813,27.450861457063727,hexagon
30.50031312296395,27.36456962314476,hexagon
28.486419846559293,22.262666852095347,hexagon
33.28062573719296,24.38844682627516,hexagon
31.053342104847115,27.09047217564289,hexagon
28.9228839342173,24.24685980680476,hexagon
29.061901816259354,25.4840513212819,hexagon
27.100920560833764,26.00911583398753,hexagon
29.92479802455658,27.88527820541368,hexagon
31.56707251791915,21.930879626094693,hexagon
27.156415762101958,25.26419091967896,hexagon
27.496256812645743,24.299712421735748,hexagon
29.148672853025907,27.375844468942496,hexagon
30.270263649907925,25.591699248859694,hexagon
31.987638974377248,26.19088476969146,hexagon
29.155922331855685,22.8651505995299,hexagon
27.632440264153374,26.949201728467273,hexagon
26.821705075876366,26.858813950845498,hexagon
27.39253387196327,25.511380268628198,hexagon
29.638727477615358,25.395989879381094,hexagon
30.88082996533779,25.6452177626672,hexagon
28.95417065992388,27.659421841870007,hexagon
28.318853256588138,22.12509160100403,hexagon
29.759643160574143,26.037731975395538,hexagon
28.31378154140966,25.431788516034207,hexagon
31.222177046655013,28.29354726064455,hexagon
33.11083786186832,25.453653145237663,hexagon
32.55866264221879,23.059892735596556,hexagon
30.164557691865276,25.65293182812766,hexagon
30.51224643302057,28.60473129999475,hexagon
29.343273224771647,28.490145165094347,hexagon
31.417597263080587,26.461157180237628,hexagon
27.841597506608277,22.415405990108212,hexagon
31.651255326878942,25.843225680499526,hexagon
30.53424132903802,25.599890639343453,hexagon
28.89832229484709,23.58419954957803,hexagon
29.097187563950442,26.42933261817642,hexagon
29.39290081894517,22.756030630307066,hexagon
27.579099915591744,24.08652600687298,hexagon
29.892110432572203,27.850435423791176,hexagon
28.388244798793913,22.75716536955611,hexagon
31.5499595772826,26.388675269540933,hexagon
29.334623021307554,24.84506719711016,hexagon
27.12795983363052,26.197084474276892,hexagon
29.718002127046415,27.50047884958208,hexagon
28.26434993303008,23.670987824273944,hexagon
33.456490570321954,24.976212144990136,hexagon
27.11262594162593,22.678939935937134,hexagon
27.675356636611024,26.586114103225544,hexagon
30.22455923753705,26.429850755451497,hexagon
29.851239121834226,28.334278509523116,hexagon
28.199294146214136,25.233749667670633,hexagon
28.214549125581982,26.967699133634866,hexagon
30.87390234557965,24.474350579214054,hexagon
29.006101889950017,26.013517046526147,hexagon
28.408399917348778,22.786375504306893,hexagon
27.399430332713976,22.731315651207577,hexagon
28.41205333252968,27.71837204266825,hexagon
32.55248201189121,25.627468876954385,hexagon
32.44020631627869,22.427388703689736,hexagon
27.288556714082805,24.78232046422105,hexagon
27.21082652837525,25.04964834727461,hexagon
28.65077886120573,22.63747790072339,hexagon
27.186669215201267,25.978261582830726,hexagon
29.064649461697243,26.414879636724603,hexagon
31.766939727969746,27.08855349298108,hexagon
27.03769969726373,27.050214276234247,hexagon
29.685922902148526,24.346881666378106,hexagon
27.595029294141636,26.304556363715143,hexagon
33.12245873925006,24.227866876632113,hexagon
27.04205038899418,22.87137202949888,hexagon
30.313737560865018,24.169369396044903,hexagon
32.85508962233349,27.342538242743025,hexagon
27.63353729074522,26.781647898316923,hexagon
29.077840685708114,26.518764540105437,hexagon
27.958300640101143,24.047347289415605,hexagon
31.365229368942803,23.373033006419302,hexagon
32.56843111231878,26.37728216785398,hexagon
30.816459659009116,25.40045537053313,hexagon
30.938714642152817,23.713379093669513,hexagon
30.834084430349296,28.508189256163558,hexagon
29.28830359253889,23.729113665367382,hexagon
28.137263445735996,24.485652995791078,hexagon
31.340206347618388,22.66381151542306,hexagon
32.03281700609454,27.035089489321322,hexagon
32.39623315600269,27.54476606702855,hexagon
27.49336391031154,24.06506987398504,hexagon
33.35511144921341,23.824814440215626,hexagon
27.292644613718856,26.601176981192832,hexagon
29.37470635749424,26.191051506620532,hexagon
28.76068882445368,24.017446782890914,hexagon
32.39583533551303,23.880842883101963,hexagon
31.30894592269991,22.8466558888854,hexagon
33.44777186051848,24.902135236097585,hexagon
33.01764876024648,25.430801806565967,hexagon
31.891294890652475,26.62269311104344,hexagon
28.722882278665068,23.950650267518764,hexagon
30.81738873886498,23.279166107149024,hexagon
29.333504898231727,27.960371695382836,hexagon
30.176311307432776,27.596908778002806,hexagon
30.66087080121647,22.206777859555338,hexagon
31.549910277603065,25.573251337736014,hexagon
27.779818512342683,27.38270732558088,hexagon
28.11279285519711,24.24801509244179,hexagon
29.62433009815966,22.220953448004067,hexagon
28.24589708397795,23.49833731856499,hexagon
27.347832714465802,23.423056688297788,hexagon
28.852060048520876,24.645930697458798,hexagon
28.02243392542285,22.59469909151628,hexagon
29.92894258657065,26.195432648404175,hexagon
33.376455379701014,26.986785351785457,hexagon
32.47731248285607,27.30510852140251,hexagon
30.564721250722982,28.505944454658856,hexagon
26.643565530552078,24.99582571586518,hexagon
31.65313602039414,22.41102223352558,hexagon
29.191663841667292,22.441641707559317,hexagon
27.666379669764552,26.59335963322067,hexagon
31.091129953663156,27.85355251993639,hexagon
32.720542558749365,26.101269801808986,hexagon
27.731528607969675,23.542000935931128,hexagon
31.82572061573179,24.876111268575972,hexagon
30.121761553100637,25.211397013402433,hexagon
31.881768104804497,25.568373494664794,hexagon
30.526866082214987,22.193225538617597,hexagon
29.959939228822147,27.46531019767669,hexagon
31.28524640444082,22.64970101308066,hexagon
32.23077015721106,24.20752133378508,hexagon
27.738708104701317,26.45653218090718,hexagon
29.232173692114756,23.756339442386135,hexagon
29.145300750185203,25.191866910533907,hexagon
27.598338014624247,22.423457366647913,hexagon
27.128513984454663,25.941009491811435,hexagon
31.31211775739759,28.232587800420003,hexagon
28.45342130373069,24.92319428126275,hexagon
27.023878296143497,24.45966682245367,hexagon
30.748694416126753,23.12977641424277,hexagon
29.826454125909937,23.097666984992735,hexagon
29.778598624874192,24.63203579530046,hexagon
31.09286476330734,25.943979971305716,hexagon
