node_names,node_coords
root;0;4;8;11;19;63;130,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(4,2);(4,3);(4,4)"
root;0;4;8;11;20,"(0.01,0.01);(1,1);(2,1);(3,1);(4,1);(4,0)"
root;0;4;8;12;121,"(0.01,0.01);(1,1);(2,1);(3,1);(3,2);(3,3)"
root;0;4;8;13;45;99,"(0.01,0.01);(1,1);(2,1);(3,1);(3,0);(3,-1);(3,-2)"
root;0;4;9,"(0.01,0.01);(1,1);(2,1);(2,2)"
root;0;4;10;54,"(0.01,0.01);(1,1);(2,1);(2,0);(2,-1)"
root;0;5;64;89;109,"(0.01,0.01);(1,1);(1,2);(1,3);(0,3);(-1,3)"
root;0;5;64;89;110;127;156,"(0.01,0.01);(1,1);(1,2);(1,3);(0,3);(0,4);(-1,4);(-2,4)"
root;0;5;64;89;110;127;157;171;181,"(0.01,0.01);(1,1);(1,2);(1,3);(0,3);(0,4);(-1,4);(-1,5);(-2,5);(-3,5)"
root;0;5;64;89;110;127;157;171;182,"(0.01,0.01);(1,1);(1,2);(1,3);(0,3);(0,4);(-1,4);(-1,5);(-2,5);(-2,6)"
root;0;5;64;89;110;127;157;172;192,"(0.01,0.01);(1,1);(1,2);(1,3);(0,3);(0,4);(-1,4);(-1,5);(-1,6);(-1,7)"
root;0;5;64;89;110;128,"(0.01,0.01);(1,1);(1,2);(1,3);(0,3);(0,4);(0,5)"
root;0;5;64;90,"(0.01,0.01);(1,1);(1,2);(1,3);(2,3)"
root;0;5;64;91;115,"(0.01,0.01);(1,1);(1,2);(1,3);(1,4);(2,4)"
root;0;5;64;91;116;141,"(0.01,0.01);(1,1);(1,2);(1,3);(1,4);(1,5);(2,5)"
root;0;5;64;91;116;142;164,"(0.01,0.01);(1,1);(1,2);(1,3);(1,4);(1,5);(1,6);(0,6)"
root;0;5;64;91;116;142;165,"(0.01,0.01);(1,1);(1,2);(1,3);(1,4);(1,5);(1,6);(2,6)"
root;0;5;64;91;116;142;166;186,"(0.01,0.01);(1,1);(1,2);(1,3);(1,4);(1,5);(1,6);(1,7);(0,7)"
root;0;5;64;91;116;142;166;187,"(0.01,0.01);(1,1);(1,2);(1,3);(1,4);(1,5);(1,6);(1,7);(2,7)"
root;0;5;64;91;116;142;166;188,"(0.01,0.01);(1,1);(1,2);(1,3);(1,4);(1,5);(1,6);(1,7);(1,8)"
root;1,"(0.01,0.01);(1,0)"
root;2;14,"(0.01,0.01);(0,1);(-1,1)"
root;2;15;95,"(0.01,0.01);(0,1);(0,2);(-1,2)"
root;3;6;16;21;24;37;40;48;60;70;79;92;103;125,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-10,0);(-11,0);(-12,0);(-13,0)"
root;3;6;16;21;24;37;40;48;60;70;79;92;103;126;173,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-10,0);(-11,0);(-12,0);(-12,-1);(-13,-1)"
root;3;6;16;21;24;37;40;48;60;70;79;92;103;126;174,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-10,0);(-11,0);(-12,0);(-12,-1);(-12,-2)"
root;3;6;16;21;24;37;40;48;60;70;79;92;104;122;147,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-10,0);(-11,0);(-11,1);(-12,1);(-13,1)"
root;3;6;16;21;24;37;40;48;60;70;79;92;104;122;148,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-10,0);(-11,0);(-11,1);(-12,1);(-12,2)"
root;3;6;16;21;24;37;40;48;60;70;79;92;104;123,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-10,0);(-11,0);(-11,1);(-11,2)"
root;3;6;16;21;24;37;40;48;60;70;79;92;105;143,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-10,0);(-11,0);(-11,-1);(-11,-2)"
root;3;6;16;21;24;37;40;48;60;70;79;93,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-10,0);(-10,1)"
root;3;6;16;21;24;37;40;48;60;70;79;94,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-10,0);(-10,-1)"
root;3;6;16;21;24;37;40;48;60;70;80,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-9,1)"
root;3;6;16;21;24;37;40;48;60;70;81,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-9,0);(-9,-1)"
root;3;6;16;21;24;37;40;48;60;71,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-8,1)"
root;3;6;16;21;24;37;40;48;60;72,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-8,0);(-8,-1)"
root;3;6;16;21;24;37;40;48;61,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-7,1)"
root;3;6;16;21;24;37;40;48;62,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-7,0);(-7,-1)"
root;3;6;16;21;24;37;40;49;69;87;100;113;139;177,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-6,1);(-6,2);(-7,2);(-8,2);(-9,2);(-10,2);(-10,3)"
root;3;6;16;21;24;37;40;49;69;87;100;113;140,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-6,1);(-6,2);(-7,2);(-8,2);(-9,2);(-9,3)"
root;3;6;16;21;24;37;40;49;69;87;100;114,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-6,1);(-6,2);(-7,2);(-8,2);(-8,3)"
root;3;6;16;21;24;37;40;49;69;87;101,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-6,1);(-6,2);(-7,2);(-7,3)"
root;3;6;16;21;24;37;40;49;69;88,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-6,1);(-6,2);(-6,3)"
root;3;6;16;21;24;37;40;50;112;137;154,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-6,-1);(-6,-2);(-7,-2);(-8,-2)"
root;3;6;16;21;24;37;40;50;112;137;155,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-6,-1);(-6,-2);(-7,-2);(-7,-3)"
root;3;6;16;21;24;37;40;50;112;138;170,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-6,0);(-6,-1);(-6,-2);(-6,-3);(-6,-4)"
root;3;6;16;21;24;37;41;73,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-5,1);(-5,2)"
root;3;6;16;21;24;37;42;111;163;175,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-5,-1);(-5,-2);(-5,-3);(-4,-3)"
root;3;6;16;21;24;37;42;111;163;176,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-5,0);(-5,-1);(-5,-2);(-5,-3);(-5,-4)"
root;3;6;16;21;24;38;102;117;134,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-4,1);(-4,2);(-4,3);(-5,3)"
root;3;6;16;21;24;38;102;117;135,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-4,1);(-4,2);(-4,3);(-3,3)"
root;3;6;16;21;24;38;102;117;136;149,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-4,1);(-4,2);(-4,3);(-4,4);(-5,4)"
root;3;6;16;21;24;38;102;117;136;150,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-4,1);(-4,2);(-4,3);(-4,4);(-3,4)"
root;3;6;16;21;24;38;102;117;136;151,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-4,1);(-4,2);(-4,3);(-4,4);(-4,5)"
root;3;6;16;21;24;39,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-4,0);(-4,-1)"
root;3;6;16;21;25;82,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-3,1);(-3,2)"
root;3;6;16;21;26,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-3,0);(-3,-1)"
root;3;6;16;22;51;158,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-2,1);(-2,2);(-2,3)"
root;3;6;16;23,"(0.01,0.01);(0,0);(-1,0);(-2,0);(-2,-1)"
root;3;6;17;32;46;65;83,"(0.01,0.01);(0,0);(-1,0);(-1,-1);(-1,-2);(-2,-2);(-3,-2);(-4,-2)"
root;3;6;17;32;46;65;84,"(0.01,0.01);(0,0);(-1,0);(-1,-1);(-1,-2);(-2,-2);(-3,-2);(-3,-3)"
root;3;6;17;32;46;66;124,"(0.01,0.01);(0,0);(-1,0);(-1,-1);(-1,-2);(-2,-2);(-2,-3);(-2,-4)"
root;3;6;17;32;47,"(0.01,0.01);(0,0);(-1,0);(-1,-1);(-1,-2);(-1,-3)"
root;3;7;27,"(0.01,0.01);(0,0);(0,-1);(1,-1)"
root;3;7;28;43,"(0.01,0.01);(0,0);(0,-1);(0,-2);(1,-2)"
root;3;7;28;44;52;77;118,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3);(2,-3);(3,-3)"
root;3;7;28;44;52;77;119,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3);(2,-3);(2,-2)"
root;3;7;28;44;52;77;120;152;178;190;196,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3);(2,-3);(2,-4);(3,-4);(3,-5);(4,-5);(4,-6)"
root;3;7;28;44;52;77;120;152;178;191;202,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3);(2,-3);(2,-4);(3,-4);(3,-5);(3,-6);(2,-6)"
root;3;7;28;44;52;77;120;152;178;191;203,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3);(2,-3);(2,-4);(3,-4);(3,-5);(3,-6);(3,-7)"
root;3;7;28;44;52;77;120;153,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3);(2,-3);(2,-4);(2,-5)"
root;3;7;28;44;52;78,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3);(1,-4)"
root;3;7;28;44;53;85,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(-1,-4)"
root;3;7;28;44;53;86;106,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(-1,-5)"
root;3;7;28;44;53;86;107,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(1,-5)"
root;3;7;28;44;53;86;108;131;159;167;183;193;197;207,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-4,-6);(-5,-6);(-6,-6);(-7,-6)"
root;3;7;28;44;53;86;108;131;159;167;183;193;197;208,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-4,-6);(-5,-6);(-6,-6);(-6,-5)"
root;3;7;28;44;53;86;108;131;159;167;183;193;198,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-4,-6);(-5,-6);(-5,-5)"
root;3;7;28;44;53;86;108;131;159;167;183;193;199;200,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-4,-6);(-5,-6);(-5,-7);(-6,-7)"
root;3;7;28;44;53;86;108;131;159;167;183;193;199;201;204;209,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-4,-6);(-5,-6);(-5,-7);(-5,-8);(-6,-8);(-7,-8)"
root;3;7;28;44;53;86;108;131;159;167;183;193;199;201;204;210,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-4,-6);(-5,-6);(-5,-7);(-5,-8);(-6,-8);(-6,-9)"
root;3;7;28;44;53;86;108;131;159;167;183;193;199;201;205,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-4,-6);(-5,-6);(-5,-7);(-5,-8);(-4,-8)"
root;3;7;28;44;53;86;108;131;159;167;183;193;199;201;206,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-4,-6);(-5,-6);(-5,-7);(-5,-8);(-5,-9)"
root;3;7;28;44;53;86;108;131;159;167;183;194,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-4,-6);(-4,-5)"
root;3;7;28;44;53;86;108;131;159;167;183;195,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-4,-6);(-4,-7)"
root;3;7;28;44;53;86;108;131;159;167;184,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-3,-5)"
root;3;7;28;44;53;86;108;131;159;167;185,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-3,-6);(-3,-7)"
root;3;7;28;44;53;86;108;131;159;168,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-2,-5)"
root;3;7;28;44;53;86;108;131;159;169,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-2,-6);(-2,-7)"
root;3;7;28;44;53;86;108;131;160,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6);(-1,-7)"
root;3;7;28;44;53;86;108;132,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(1,-6)"
root;3;7;28;44;53;86;108;133,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(0,-7)"
